address,amount
0xcff253930778f3cfc606a79565b46a79b215f7e4,0.0072
0x635fcfcf8ccb8099ca6e3a4d57692c2000043bb5,0.0024
0x215df5814453093cd10cf7b87792c4398bcda5b2,0.0053
0x6671219099ea6ccc75eb3f4f4200d46a97b09a19,0.0107
0x8a15e42672c1161479939ec6c1299ab1e481055f,0.0275
0xb2aff004457681a286748e331f13dc57728d7ddf,0.0024
0x8e22f863fa999d6ede77aaf1753d18b718bbf831,0.0072
0x8f96f00b06f8cb309cde4fb82f6cd562bc473833,0.0275
0xc6a265dfde65d5cab98375e75c5881354cd6566f,0.0040
0x098e414537a78c322c7ffbb66068e3411b4b981a,0.0072
0x726356cf0ed11183a093d5c454deb6f9543831f7,0.0538
0xea7c1aadce0fc411562dd219f1d12ee062cb376b,0.0027
0x4429f8362093602ad2c3697e901a9f0eeb1cf036,0.0072
0x79540877dd50db2d120f2c4bc3049f6bacd27783,0.0239
0x88453574485540a80c168bb80930ca40c1627adf,0.1604
0xd4743d70669ca8bd40998e651ade5cb119c1280b,0.0191
0x509abffc5e8d3149fd9ae3dec849797d6a3bdbe6,0.0347
0xc95dd22eb99f812eafab969d9b4b59ddda3f1994,0.0561
0x8051d1f2c9f4ffff3c1104337aab6cb1c315a910,0.0263
0x6748e850c53913f4a88609f76acb9665b3bb3465,0.1817
0xdb3aba66da08c1bc770b9b764048f7fd9c3dcdba,0.0615
0x78285d92ed482e3a97212abfcde77ac9642fa27d,0.0027
0x7faef9b3d2b2177029f8a77b20e9d0028553df84,0.1794
0x17bf34a8ec5d087480de409986b95277b3f1ebe7,0.0514
0x73ddb14abf93ec0fa0e9d55df0f14ed4a7228dbf,0.0107
0x9765dd2d1aff54d722f6775a0b30f69041b4834e,0.0040
0xa9334e54f7627332bc581d6dd6fd94ab79b39e55,0.0802
0x9f5cfdb271da1100df86caa10243f3120ba4c6d9,0.0143
0x6a72d88f7e04ba5975e59212801409c0ee6250a9,0.0741
0xf63120d1f587b5ff28a63acf2c89041bdd86221d,0.0027
0xb687e75958b907f968f0674b1d10a5d2ed946a86,0.0024
0xcfad591ff4b9f2c6e10376128eda7028c6e6535a,0.0203
0x98e285c641ae0626d41ce2f0f8368475a6d6bce8,0.0371
0x80f4150f4552fa20bee7aed9285f7c02833c8153,0.0191
0xb0c8191bb9cbc42374b7004eeb84ad1b83a51143,0.1076
0x15c3c2b63b098a31a4a50e27ace26dbc0f9fe3f4,0.0160
0x8d0d642c2b22511ce8c5382bdc503d2621d1ab6c,0.0024
0x475bb623442d19d6b1cb62faad773cf326a23914,0.0036
0xa325ac2d571e4b490bacf13264c285ed6da61a85,0.0024
0x3df3c41e79c80aaf7613e70dc95c56570956c3fe,0.0024
0x0b448c913cc7b8f1072215aba22f79233036654e,0.1196
0x1c9ba78575a468df6e90fc98b263c0cdfad2d430,0.0287
0x6eeae31935f02d1be7fb9ed7f9d4f58d57c601a5,0.0024
0xc39a66d503fe0e9955521a3acf6a7dd67cc5906a,0.1734
0xf33ea5b3f0ab05e39d1656d42f475b5a87ed21c6,0.0048
0x14b51dbaeb36bab0465fb45cfca569eb41802735,0.0024
0x2c068d142adfce1a17f862c7e0de93975b2d76c3,0.0481
0x724f852edc247de2e4def8b8ef4581e84e14c141,0.0024
0xab901f71988c64541932bba8d243bc23c3849561,0.0120
0x89edf22df2672b4ac72276c00ccf54e73516dcf1,0.0024
0x3164f60c608e30ad8bc8d0179eaa3a8289145740,0.0454
0x7cd156863e8e7473426f566626e0d94d29d023a9,0.0024
0xc0f98e28e7f479aeb86f29d27621091144e90291,0.0024
0x200ba9a73fb40d4bd4fd7ebcbdf2ca888a385fef,0.0359
0x880b880ab9bbe19a80c2bf65155ea51290b5444f,0.0299
0xad0b0585c79a83091e6f6a9726c21e21286baa15,0.0717
0xae0bc183ff3dfd2022142c2e914cd55d56eda438,0.1076
0x0810ea1e9daae64d99423b51fdf1af8775d499fd,0.0347
0x41f58409ae9924d88ce1a5fdea9504522591dff1,0.1949
0x0b3181786fe6ee88f2d27ee3a9ebd51c1318abfa,0.0096
0xe9d99deea6a4da5c7e32cab1495f58139b70f8c3,0.0441
0xa3732d781dc930f3c01741baf529abb19032960e,0.0027
0x433320ec655a5c8caa811d24006c1ffc80a23b87,0.2031
0x5d6ea86334d8cf9ecbc2adf1ca837d4e6fd2f031,0.1291
0x5a512fa78d53464ef7119f74175b2ced722e4392,0.0239
0x11e3ddd9922b0d4b8b2da958125b29b518ee8e1b,0.0048
0xeab615ba9e4ee5f219846d67a8e3771fbbda4a4f,0.0027
0x913b1d78f53243d0e2654f17c88868ca2d596ea1,0.1124
0x81dd61b00484ef2d0ba10f839bb3137ef577fe8d,0.0267
0x63e73058e65ba0fe3f925d2948988782d2617ab2,0.0134
0x32b757621a286104fa0b045ebf2ebd34b495a5be,0.0024
0x376296316a8cc6d5d62dbeaa39787fe9acd6e891,0.0179
0x46856891dd8b6331e783559022e3f721bd06afb6,0.0275
0x7cea6612d62d82f9558355133e9a648f09234d1c,0.0155
0x86f84f893fe22910c7f22cefa4cbfcab5a00915c,0.0414
0xf30431d4e31e6e54d9338eb8f54da5eceadc4cb4,0.0717
0xbd6ff041bf814619bf2c6c36ab9e35a7293a64bd,0.0080
0x343a5c0d966e3f8ea004efb8939c7d71a60ae795,0.1100
0x87716cab3fcc7b5c5a8d0aff06cdae0a716f4e7c,0.0287
0xa0204536df63524882d16c6eb1519687ebebd0c4,0.0155
0x69dc92ab18e3f59ab5eb4f81b2cd8018210a333c,0.0717
0x1430d679b872a94dab5e4e0f1049675e471cd02e,0.0294
0x8b190a162e643760d91a02fb35dcec858c4e51dc,0.0027
0xbd4d7e2926fef21709f02256b17600de97b1d46c,0.2031
0x9b127c353d85d8ae493812290fcccfad0d0adccc,0.0371
0x7d334d22f5bcded7ac7219ec537c7d5448bd1e4c,0.0048
0x0f038e187abc9f79b16d20135c63cc67f45192cc,0.0024
0x55cd987a00536fae8e1f3effc2a6ce874393e6e1,0.0494
0xaf71fbb0c52ca5687eaab139a70fed3e44b35fd0,0.0598
0x87f94e1fda93758a4523f53e76f04117500e4464,0.0143
0xca818fff663e3623033cfb0c4d2fa47869bd7c2e,0.0191
0x2aacd59b6721c6873129976a2b45aa32b161bbdd,0.2085
0x7b11897546936824ce912cc6002129c8137f1b43,0.1216
0x522161fc2070c425c4253a5cd1f4dcc5da57f0d9,0.0027
0xf393da239d8bcd9ee132e113ef4753cbfa411c11,0.0428
0x3bd568cfbd2d4e16017570fac8816da10a31fc79,0.1042
0x9b85ee94c25294d5e2bf9c9b9b5fa5b58602fad3,0.0072
0xec6f0cc7a9910e0a48ae57df041fcc4ec99f1746,0.0024
0xe41295b7fc46fd3dfc4b16e0846db63dd290a962,0.0441
0x68e9496f98652a2fcfca5a81b44a03d177567844,0.0048
0xa5254e3e5c3dec8ee1e3fc983716b17139b3cf55,0.0096
0x59e45131e64bf57e71fe8c86421664337f28e9ab,0.0263
0x2fb8fbdfda724931525f96cace0d435d8cd9c4a0,0.0169
0x2428e5ae455bff97ffd3d04f9f5aeb4eb504c2eb,0.0048
0xcdc30095bf507e6b3a8b3afbcfe1782e2ce84552,0.0024
0xbaeeb7333db39a363474f912cf630e65f72f7155,0.0048
0x373a1660005001a8f87d4003c61b8b41e167c06f,0.0024
0xc5afa6a17fb1650256efb8d75bcd02b8f10aa26c,0.0383
0xd27c855be090e331b8ebe50197d54ea7b615f413,0.0143
0x5ca0f79716a1661bb3904d5e5ca66cb325213ba5,0.0024
0xe212ed91564f151b0da47f4858d2dc1fc56b2575,0.1363
0x192513387b1bc31597ebf9f858e19bcb410ead6b,0.0027
0xb7cf140bf84c02833995e5d661f381ffc4b85f38,0.0024
0x0b36256143261f6cc826ab9578e0c510c602987a,0.0024
0x44d7fd3d7496ac4bb9447947a10c33358519c988,0.0027
0xd907d10c79cfee4caf60602ee75cdd23eabc0df9,0.0072
0x2c11464dca0149a64516dc1986d1c4a2058782e5,0.0120
0x220644283403e90109840b548b784f4b6ff398eb,0.0027
0x8d1fb11edfb0910604f9d45b17bf96af1532401a,0.0598
0xbe4fdd895f74017204f5bf90c469056fb3bd97be,0.0040
0x9ad6a4d4655c393e592d5bb81ff0beab54ef74dd,0.0053
0x7d5737884fcbf19b618c33d97849ba871b8ffae5,0.0048
0xd9ccb46e59d9c9dd44fffbb7188817e15ebde543,0.0024
0x81a6865c1fe14de669af737e1efc329e44d6c6fa,0.0132
0xe10ef28057c2ddacdd1bf5da09da9d6f30c617c1,0.0024
0xfa4e7035b34294407e5df1603215983d65e5a773,0.0024
0x33823986a5c7892298bd794d4cee5f77e7676b38,0.0514
0x45291103Ee841992f23031f305d66ADccdFb486D,0.1758
