address,amount,
0xb7d5ddce8bca88fb6d75490ed8c3297fa7068351,29.75,
0xc0159855ec8bfb4d60f9dfca4899f04a43f85c6f,62.9,
0xc356ac859538c9f33c750642ed4dda0ae31b17ef,80.75,
0x93d881874b39b7a53063736502a20c55fccc54a4,29.75,
0xc778dad3dd2fe4fc18575c69cc9e80b41e36b37e,170,
0xb4909a490cfbc9cf64d00ea6b0b24505eb40bc92,29.75,
0x8d8d491ec4301cedb07d003c8b620e02e34415b8,70.3,
0xb430464080a79c388148df9ff7890ef728aeb50f,29.75,
0x3780df04c6d0074f6aac8f1f5acad61c57604496,62.9,
0x9c8d3fc60e789c7e672c80ef5d5dd4eb9961e4ed,29.75,
0xc47cecb01e88a19feda5169e3e0aa07e39fab037,29.75,
0x20b42fb88f04b6b139c76f826433653018250f93,566.1,
0x9d4dc72e161e3ba7743d52081a8b7b31cf900e40,29.75,
0x34d04005fa3dd096e5f3cd78d2f6cb337f9f2e44,29.75,
0xa9c11abb2b10834a2b2ddb8bf1019557ffb02b81,51,
0xe2f97bcf0d9da665c3188f983394d5a098da6c8a,29.75,
0x57800362a0f50d36604a55b360c33635c7a744a1,82.45,
0x972978353e8054e4cff24dd7348ea2b2ec768d55,405.45,
0x6fe8e540c2ac55d3214bc0f460dc80de74ca8709,52.25,
0x272741bfd28989d990cce73a0e76557853571f51,29.75,
0x4f298863c6d6ac778f3e2da841b95066848d5416,29.75,
0xe056077a5ab960ce67bf31c90bf94f8442bfa425,124.1,
0x8a7fe613e1cb3c7dd5a52543c75ae6c16ce10cc7,29.75,
0x32c1e76ff723cec406cc96c184976bffad3e1237,29.75,
0x49430592ad2e46b9d373a9fe0fbcefae85171013,29.75,
0x06589be21ae4ae3d8b9e78022bf7ccf1888e0ffa,29.75,
0xca86ee05b258d91d13d5e4776ee1a099cf250669,29.75,
0x603a9f3827377a5a29ea0da8534f7bcc8f03eb57,29.75,
0x37277f54725c6994420d8019fc3f47dad8e57e77,29.75,
0x7f118598b8d441e2aa7a4debd0ed8e4c6a3ba270,29.75,
0xe840c6b592f4f635c1174310711791025599652d,29.75,
0x4a3af7e06c514ca612baaaecda8819e72275347c,29.75,
0xfaab9425366cf3137c19967a7446860d2b5034b4,17,
0x9cb97b5f8be6a304aee06c7a515d45b88c4de2a3,29.75,
0xa8a48a6e3a42e76a920e4cfca912cb931c4aabb1,29.75,
0x8f561feae88091a495f9669f8e43576568d207cf,29.75,
0xf944f15b77047828e099662970e2f6e53d192f5f,29.75,
0xa5442966da959820058b0c1952b0b5746b65d318,17,
0xe2faa637bc3742f97e98d002044bdb3b35383162,25.5,
0x2f3bf5d151afe2fc5b45da1f71b3e1e6f2f69059,34,
0x8dd683e4674a4537b62ce3f3b3871df98470464f,29.75,
0xd1c6718fd761d1d2323c5b5bb8fc994e6b6d14c5,29.75,
0x0f6ee6bd7692868b1b81db0548f4c4258633ee1a,29.75,
0xf85fc398581f5965b06f1bc6317bf64b2c92766c,29.75,
0xb077cb4454786ab5d80ddde605c4d34b2789c011,34,
0x9ce03401b079f2b24f5ee8a16e7af182d11f3e01,29.75,
0x14cf01598ed303240d73365ced552d7fa0314807,629.85,
0x77613e2878a2833ab8d68c61612de55543a1cecc,29.75,
0x604ea8d76e328f76423babe032f170803dfd11cb,29.75,
0x7f79ab346e230f5d0c0e9d19a024a6cbd533e2be,29.75,
0xb989d5b95a4434b77388ea944427ec82adef319a,92.65,
0x79b1f53fac3ed548b0a21a69b60d964ef38a855f,188.7,
0x4b17e8da93352301807c8777bf6a65bcd0ec47b0,80.75,
0x584213211706148abc3bfa6c5ad6424c43411461,45.9,
0xa0a88fa459c98c7da96b02205a9c673b15c2405c,51,
0x5bbe2e7091bac2422ee79d205896c33477f682b8,29.75,
0x0d40fb7648ec5c04a3ea834ff7a010db062eeb93,80.75,
0x9af8c3b741afaac3c94ced58bc936b61e05c056c,29.75,
0xc1c2e59cfd5f1409c6c6ae876b492d6cd71881d1,29.75,
0x0c4bdfe0aebf69de4975a957a2d4fe72633bbc1a,377.4,
0x2d4d80fbf80b38a229ac6f70ad09f0a5e84b57c4,170,
0x795eaf2de56bc4dfad1bb12735296fd374d4f64e,29.75,
0xe6494bac41e5ee1665874331fd2c82215c5b3a45,80.75,
0x0dc1447b19f9231d15838070a3787ef167679b97,29.75,
0x891185a2e42d3e8ff8992eb3420ee7716c68f6c5,90.25,
0x0a6e29cffa5be42e49340837d775839ef9f33ff5,29.75,
0x6ab2fac60972815494e46bfac47372c4c14ad883,17,
0x64362a6979e83ceb9398b60fcd939cacf3a1391f,29.75,
0x480a2e86b7fe63e4d3dfe71af781ffeb4a3c33b0,29.75,
0x457d39d0b1150e70f12a578ff26f1b1a9bb7419f,29.75,
0x135053f270e87e17022fa4d3d7b5ca2207374c1d,29.75,
0x52c4c3705b0fcb57b9775f0d9a693ab27edd4440,124.1,
0x981e4f0eaad71129700dea17ed78d07d7efc649a,29.75,
0x99f505d35e13be253ddd4d71b05ffc992ead14ab,29.75,
0xdc716a2829cc2b2f646e86bfbf86e8a3cb017671,29.75,
0x023e2d565b02f851772cc5417700e7b4d30f2907,269.45,
0x8f5acc92c5b55cf48ea80bdce7255d7d08fa5035,29.75,
0xb8258bd3692bf3fa673661086e02ae7711193d5e,94.35,
0x65cbf3288caba9308e80b79e7e0145cc69cbcc6c,29.75,
0xce22221cecb0dc04eea6f1625fb70189e18009ff,29.75,
0xaeb2064d536865ec62f1f98d70bd1ea440a9dea5,226.95,
0x5f36b1ac2b16fe18c784dc113deb789c0188166b,29.75,
0xafcdbf98509f68021b007cb02e3a2f6acbba0b24,1054,
0x5f45dd08312033ad50430d057dafe6fb0967a087,29.75,
0x344daa85ef02d08c771849fa16631ac09097c787,29.75,
0x2b2894390018217c09dbac1f772a40592298f975,29.75,
0x2864c873f8f2f864c2fea6267d068f9ba0471a90,29.75,
0x4ed7b18310130ed390f7d436ac66be1509e11e07,80.75,
0x215df5814453093cd10cf7b87792c4398bcda5b2,239.7,
0x1cc0afd0bacbe986deeec276b3b622a49a435725,29.75,
0x9bdbeb5f6e59dd471bc296b97266d3ee634b7c7e,34,
0xedcaa27960bd503ef68651c32922a567e87a3607,62.9,
0x5f5c981d262800dd71278b197c3f89cfb97acda5,29.75,
0xa527944454873ad3dccc521446f9319b3cfdd318,29.75,
0x551ec9b5d484ec5407edc4731060b980a8839ac7,80.75,
0x415a3b6869439040806e9f0a6eb686fe28b8fc2b,29.75,
0x4803c23c1b894db641b363f6fff7fcd0e2b96ec9,29.75,
0x3fb2fdec2cdd318d099dbbc75b0f645a3a1bca78,435.89,
0x4a330ce16a2f35797aee766fef682b8df86fa51c,170,
0xb8c4433d1b89a9303f9d4df3ae5a26fcc8fac8c9,29.75,
0x635f019eaa8cb53b6af969d94b596281d5b4c2ec,29.75,
0xf665110d5e105eb8443ae0401bd82726a83c6344,29.75,
0x97fc41db1e421205ae85ea39a436a8fe7380144d,29.75,
0x1fdaa9dd276cbece19dec4792e6d0ac9aa313ddf,29.75,
0xe0078111ab27cf9c2f39e35891c1576bca1b68c5,29.75,
0x6ecb6a5007bc98ce2963d6b10cded2ae4dd64b7d,29.75,
0xa3ca653ef9b6cbb802cbcf596989ac22df19ffdc,29.75,
0xfd6df7315530abab39f2c870150c2efdfba57045,266.9,
0x4d00520461f638066182a911d0cd6b0fd1d2b921,29.75,
0x641648a96e63212024bda378a3ae2befcb92924f,94.35,
0x805e5f8eb3ae9feccb1ac4a7c5a57798846c6827,29.75,
0x2b089ace36efdb030e1cacad6d8a7355ddebfa57,29.75,
0x3fa64e17b1239a7f94691b92ca44117d03fae92b,188.7,
0x7fb01f7f53675614b4521be326d572d501ee228d,51,
0xe70c51917e508c2a748786015dda7031c49d6d3f,29.75,
0x1e5a631a2bb4ce071bf24aa1e1dc28b0eda8ed88,175.1,
0x4387ecd47b72dd5cd23035e35390173306058f04,17,
0x5f54565171d1b7d16d63cc884639837b07968903,29.75,
0xe79bb8a97b8daf5ecc6a2020eee8cdc83b1c292d,29.75,
0x40abb9a7c808cf32d259873f3edfc7cfbb2b2dfb,29.75,
0xd3c690ff04b234936d4d18b3d9d72e1650735994,29.75,
0x270d5f763ff1bc127ba1383d955488a8a28653a7,29.75,
0x989f641591ccb46add8f002cfe41665750136829,29.75,
0x93f5a985a1ecfe32b7919c6d4566ab3636c4d730,23.8,
0x2480eba2ab2835b6d7017ce68429c2c2bb4ea084,29.75,
0xe8daa8ff9366b457a31d938eb0a73e54f4a42e67,51,
0x68d872fd051a8c6cb3dcb1ecd8a417e508dd3959,239.7,
0x0411cb8414d7edb3d1185486915ae0bc66eed8c6,29.75,
0xc32f2eff8bbb71c41ec7f64f54832f0bc9821367,102.85,
0xbbb815df7457a703aaff263343423f63c9b1f636,29.75,
0x3c66b8c267e59eb379fe1494ac63e83d75300f4e,35.7,
0xe344d1f5c72d73f06c84effad98c279720599a2c,29.75,
0xb83f7eb9d32c7039835e989ba7e006173714b9d5,29.75,
0x7c3004af75d725f9a3f37e4260a1718e592cb962,29.75,
0xdbe8dbb0e961abc5dad24a7c7b9604fe9e067a3a,29.75,
0x42fc233a37a3e690ff16c1a20a3342213e1eedf1,82.45,
0xad1117a4d4ed9bd2af1d93a261e686406823a0f5,29.75,
0x652debcb39aefc7b9551ee6e87d48aca5bc49546,31.45,
0x24c844b298719e4a04ba964f42a3e96743655e35,29.75,
0x421ffb53d9ebec10b4820fadfef6f51e298bf222,29.75,
0x8419e79a2ad1c425c245cc0c5836bc7aee04d53d,29.75,
0x4b9a6192babda524ac6d8a5e4d7095033ca57045,62.9,
0x07a1E411e9296C5cb8177E5E3E9da69D4bFcCeBc,29.75,
0x52f81e0f6ec7f621dc932bb8ee84a9e02f4ad77f,170,
0x7701abb44203999fecd121ae60b6832e11e7f443,29.75,
0x92ec8341987e57b5cf3b4d936764fe989d87bf0d,17,
0xaa11a90b392f56a3b1aec8ffbef2c14d6331c127,79.9,
0xfac6a9c2cafe3bfe3ce419bf595c0b49f048c1d8,29.75,
0xc8fb5186dbf838f9abd2e78e430ef1f6ed6c2213,29.75,
0x6a95acf504fee0927e4905911c7154ca3e4c1857,29.75,
0xaf8f064436eeb530625e1dbbf731f4490666a284,170,
0xddd83b5da43d527bccef3a722fb0e246180fdc85,29.75,
0x911d162aeca2815e7af5db285ba38ea1d8c7f7ff,29.75,
0x3b1d9af9fbe4de15e4c320304204c623e6726358,29.75,
0x0c43dace92a0b06c457a535c4118a59f84dc992d,29.75,
0x821101f0704cedf3a32194fddd1a9c401495d59b,255,
0x6a3e3522365924de4c948ad64d12466579f28178,51,
0x50f3057f6481cd4fc877d1e1298d0e1afec59a7d,92.65,
0xfe590ac9e3df4bee04a72378d619aff9fdcf27ea,29.75,
0x8a15e42672c1161479939ec6c1299ab1e481055f,155.55,
0x8f77a678bfb953104f5929eac834e9d3e53af82d,17,
0xa635e0a07edd033336fa367023a2bde20f8cac44,29.75,
0x742a34ceefabed24dd43e8f1226769cc4185fff5,80.75,
0x2e3e530d65f8386b8ae42b30fc69a92d1f8d5d8e,29.75,
0xfc7f3160e9840abe4514357d79463e606b0cb1ab,29.75,
0x0ac79fb0cc47e2ea636c2743793b1838602c4ef0,29.75,
0xce2821f925fec9c6b16d477634318a36e8e29578,29.75,
0x3910a284fa689bd911460cc9de712bc245bbd17e,29.75,
0x41e6b53776992677425fb9aa0b536ac903715386,94.35,
0x89d6001d8067a1b70ee704196e26c7a1ecf35ec1,29.75,
0xd32b3f6b78229eeab6b97d14d3e241e633270939,51,
0xaf0ebb8bb8cb9b15869798e371dc7d24d57032b1,29.75,
0x11ad353fe2ea0dcbfa0805142a2c6ec5bdcb24e3,29.75,
0xf7d31f6098297a9cdc4cd3008aca721d4a386901,290.7,
0x0ab7abb2b84465c114b1160208babadc7ce3ac2e,35.7,
0xb764ec7beb219d74b463fc26ed72e5273146e702,46.75,
0x2c3d3b094e5d35b3b4d400def72931a1274ffdb0,218.45,
0xd3b6ee40ccda63be5b354ad5a8cb28f4e7aff7e6,29.75,
0xa505bef1c792eb35e1c559c714901aeb9ef5756b,29.75,
0x36fe8ddd91177d957a81299e7b44fac987a3e009,17,
0x6cb9d2a14b1deb16b08a31c4b15c408b6e2c401a,29.75,
0xab08cae8b94436f56163e74f1b1a566a97088de8,29.75,
0x4a735c8e15b59bebbeb764c0adcee62591512799,29.75,
0xc65f4770c0c1b75a3c5c9098f770c7d17a565bbb,29.75,
0xbb4eef5915ae3115f86196c00787226797a715c3,29.75,
0x9cf8bd9cbacc7c2675f884ed19b1fdedd04736f5,29.75,
0x255f8fb8b3e12f3340ae1c88e53dabcc109f90d8,29.75,
0xc7e1686739ea48894ea3250707d4638b14d8e67f,29.75,
0x3933500a90c7adaf98081df4868f1f8d67901bf1,29.75,
0x0a9d590aff5c1048b3058dbb0a33eaf14ae87ddd,29.75,
0xd0507c41f0edc2f10c1422333b7be2fd6e60569d,51,
0xd181075d506cf56e8583e0500870ddd9b4175999,29.75,
0x3d8a8cf1bce4b158bed93801c6a7bfe7189669f9,29.75,
0x2e62b7a20a53cbcdbce71f709f785aaf95a8a565,170,
0x8ca4d8a84c17b270c61fe2156c5f6db4b4207dd1,29.75,
0xbcc9fe79dbf656acecfa3b6059a73f590bdbe38c,29.75,
0xeb20d1ef8e3bdfd0ca6d0a0b89848c99661c6ad5,29.75,
0xb6a101a1a827141deb9090c2fae24d62a8acc6c1,556.75,
0x6590f08496da5e127f34b009606c37350d7a2a1e,29.75,
0x373f0352b97401f1d5fcf4d449296b560b1da619,29.75,
0x573691935aead33d16ed223c530fd3c0f535c8d7,29.75,
0x75b733793e3bb806baf6138646b82a2f8362fb91,29.75,
0xc70ebb1ce35c5722ea06befe2aab063478e666b7,48.45,
0x2abdca5f3839bd044b9d9215d7fed95e9d3d06e5,29.75,
0xbc518747fc8c18bc8aaaae9a61f4fdccab462f63,29.75,
0x1196515805915731bbe9d3e52fc829d929489959,29.75,
0x8b4c795d64a79f355432518b81e3c6544324352c,33.25,
0x3416aff81fb2f230ca7e968f0c61c5287e32a5af,55.25,
0x93d90a43cadbc04ee72ccc018fce6d9d49688a7d,31.45,
0x31ef6d5ce8480d12b014dc9457cc793d1854fda8,52.25,
0xe758683ca38eb92191b1d5218c91c23d736d30b9,17,
0x19283c0cae923386e095a4cc29d3f867422f2429,29.75,
0x9c8c245c97b24cfd456896f9058bee64dd36661f,61.2,
0x1642fa09c327783047d669276d327ab2e5bf8f95,11.9,
0x83f12ea77eb1424c20722c730afd110192d700b7,51,
0x098e414537a78c322c7ffbb66068e3411b4b981a,113.9,
0x1099218cb10d92145e5e3b44398494993cd34e54,51,
0xd8ac2114247a9a6df2f3604fd4d2154fae5e4ca7,125.8,
0x47814C91626B0929c1A786846487eFdbA100846c,51,
0xf6fb44f07cfc3fac77df3efc071c7704dc510f0c,65.45,
0x731c5d5334acd011ebcd00478c455f48bb9cb46a,29.75,
0xd1b7c9e1db85e94bac56c1a49e192105cd219073,222.7,
0x03e67cfaf0c107844a02fa4233052afad4bd9272,388.45,
0x9f33f80cdcce696629164c5e0bdbc978c46ac951,80.75,
0xcd0c75f10f27a6f677eb7f433f8b8c672b48a927,46.75,
0x05c40f5b77ee8c9e7ff5f57afbff47cb78339609,33.25,
0xfb580003538ecaa8117132132116649e1adfbb32,80.75,
0x5927c03ba973b05f66a22e2bc2eba15240b839c3,29.75,
0x2c576489acdf0de3bcf1eee9439444938701976c,29.75,
0x9c0ff565272cef43253b46ed7d67bb402466a01c,80.75,
0x88776caaeae50b9f93834417fbf719d8cc897907,80.75,
0xc2d70ffe112d9b18c8e093b05c2f785b1ce7cff2,125.8,
0xea7c1aadce0fc411562dd219f1d12ee062cb376b,19,
0x1a91f9423ada568acdb17fcaee7765b0892ca91c,29.75,
0x48995966a348e410d59349ecc1fdb8348233afc3,29.75,
0xe0bb182db32ca277b60fc79288557d0276a97caa,33.25,
0xfae89e41a230fc40605aae4ddb790e9af7f34106,170,
0x1ac99bf8e9ae03d7f8dad8153cec12d764baf030,566.1,
0x71a3fc4eded6ce8ecd54b97724473a369b76fe04,170,
0x8900b443b130b9e84af5ddeb567b080c48b2b769,51,
0x544b0181e16bf55ef971ce9ffe1d78ecc536aab3,62.9,
0xab71a525c9a7f0d9c3310654d6b4d59742ea2904,239.7,
0x57a901ca3688d505234241d2d6f5a02ab41c0762,290.7,
0x4c99f7b818a8a8ef54c07c5b29fcd6e07f355f5b,239.7,
0xbfbfe265904956ed1d8702fb15d8a7c65fcf1354,29.75,
0x917dbed775ec11927a07c06d544c4f8b20f44ec6,29.75,
0x4429f8362093602ad2c3697e901a9f0eeb1cf036,617.1,
0x74d2f432d9bd2bb1ad2be82ede0aa5f70175fe7a,29.75,
0x59671a64413fabc5e11b53804707727dcf083056,29.75,
0x8baf1bb6d6e52b6e81a9d780c2f36fe507dbf6a2,243.95,
0x98b770f8f22c78ac11b58b97cacf121b7497e6b1,11.9,
0x6384fb2d60fa76d8d7586852116119de74333dfe,72.25,
0x8f4b81e0243592263dee151d3c3d6f9c979b1d1d,218.45,
0xb6729a4406df3be0239e3f7def85370c8963403d,80.75,
0xdd7198767b5f44adba1771ee2e8ba651ac663c66,29.75,
0xe246681de312ccc0d2e632f6daa4bc023a2cd410,29.75,
0x25a6528593b52e76789204d24b1b2c07559f2c1b,51,
0x3a3b33561af9bdc95daf0c71f903ec9dcef28460,29.75,
0xb424fde3eb0d0235915832ac4c66e4e55798aac7,82.45,
0xafd55eb54cab90e42aba7886a4f54d9a512c8c55,62.9,
0x933066f725d2d6be37a7ad6d1deb5043a9ba4565,11.9,
0x88a02ce96955891fda16642f7d19ae61ac04c3a3,105.4,
0x874a9c34a39bc0970ff5b5769020f739295a2fc1,29.75,
0x60b403bcebbe51222994d9500d543577ae9b4735,29.75,
0xab1346aaf8cf6fbe0b9c0ac3a87cf57f0e3a32a8,29.75,
0x617453e8f1fdd4d87bc6cb3e3d4bf1ee5859e9cb,11.9,
0x6e4a14dd0e9464d1414e5a1b11ba6daaa7f76381,29.75,
0xd3dae942d5bef46d6984a9cdea19012dd7b8b11f,62.9,
0xd29ca31e881d699e09e4e41c58c32d79b8ba6466,187,
0x3bd39b9b1674e3f0b5e71365d6a01e65897aa973,29.75,
0xf7896d313aee0cf66676d1139b9a1a6f5b356db7,17,
0x9e09f80ce4fc3519d6cc787934498faa234af73c,29.75,
0x4f781456c49dc7d149f554c229039154d3a61406,17,
0xa6f357b981b2b0f8e4dea3bd19297fa269380f32,29.75,
0xae11fb851b5f3c67912f49dd3be024d3cbd71c7c,11.9,
0x4243306a10c6179deb93e7ab909557d283631934,218.45,
0x44271b331ccbc0a38c6a69b68433ab5e2e3bc717,29.75,
0x8fbcb48a55dd9441e5a7589fff0ddbb729006524,29.75,
0xbdd1f11346bbe039ef6b32b30edfba9164a1fbf1,51,
0x02709df42141d7dcb3e63423ef147b494382aeda,566.1,
0x9b4a1989066c0fb4a441121f5c756f7e260de3fd,377.4,
0x509abffc5e8d3149fd9ae3dec849797d6a3bdbe6,407.15,
0xa6584313ead3f31ff4b6189e47aa5b328adae65d,29.75,
0x511ceb2d2e89eb834c99a728e99e4b6b02840030,29.75,
0xc95dd22eb99f812eafab969d9b4b59ddda3f1994,377.4,
0x57f2a465c24676f4d97c5557e047c89fe367dde4,17,
0x7040748e0ea514c8ba1dc5618a4b23b3f8f08b0a,29.75,
0x98077e39fdfb0cdb1347a28058632e85b9a7da8f,29.75,
0x5ba6561ebc70eb3a234a9dab8c0cb5a68f7c713b,29.75,
0x3d179c3fdc279388774279cd91eaf42a8ced7bd8,29.75,
0xb811098b3ae9a639f9c21ce909b24e6239b80f72,29.75,
0x361742b71a4d18285560ce105d131c39ba3cf4c7,188.7,
0x5a40f12b36c83ebee12faf6691709c98760e2ed9,29.75,
0xf6a591a2c96ce9f577b5fd87d1ac1dc4e3a53fe9,510,
0xbcc299d0feb89e6903ff1a7ed5a37427386fc88e,17,
0xe0f9856a45603563fb6816f0d343053aee09530e,94.35,
0x7f20349795be58ae7461df05a6bbd9df91491a2c,80.75,
0x00d06b3d094b0d8c604242167e6045c2cc736db5,34,
0x9974c06764bae11d6bceb5e6a585a807c234c01a,51,
0x8516b9b97a710d1afedb2c8dab1906d513d72c3e,17,
0x1531343b950233db544f9914848c07dd0cbc7d65,29.75,
0x76f6dffe322e1dd689a924acfcebe530ff8b5868,80.75,
0x2be8d101f0b0702352e7ea678fb17e686d8dde2d,17,
0xdb3aba66da08c1bc770b9b764048f7fd9c3dcdba,29.75,
0xdf8c962c1d938ab04a1d7ec9f00255256676e761,17,
0x46c21baddca835f4c6c51fd3a20eef2904f6836b,35.7,
0x87ae9047f7879a229a929ad5ee026a5aada15b3d,80.75,
0x241545a2e94a9890917e88c3ee4c0b3fac0d27f3,131.75,
0x32cb0f8db60389fdd8a3c4d7e4048a6901d5a86f,269.45,
0x33c368fe3f02f3dbbb45a9777741d4955daa33fd,80.75,
0x671b10591ea21e43736ef2a214dc3b0ba60715a7,29.75,
0xd871198d5915388f0c04d74f4130e88fa003e3de,29.75,
0x4a8284dd986c05e5b8654aded156e289c6fc1f65,94.35,
0x8e338a0429d33ec8ced8d87f820a13b20398e20a,29.75,
0xfd3f95b1227f022cb04148ded3801ae95fa23f81,29.75,
0xfbeb21d0746fc92c9a3650eced0a82c540a1ad78,51,
0xe3927162bd747946eae330e6f8db4f0121d379de,188.7,
0x6eedabcc2bcaf6b8e78b692c696762e5fac13e53,29.75,
0x89670b528c97825a3518525435f760b11757f5eb,86.7,
0x9ab1506be3eb4b3d2bb2d8da773f903042c1178d,94.35,
0x35803bf96e67b7b176b709f126310fabcfe90280,29.75,
0x17bf34a8ec5d087480de409986b95277b3f1ebe7,566.1,
0x52698cd3b9adef6f2f7c049182ab04f5d0aa8074,29.75,
0x1097bf58178b1fa7d59fb5a24e61461ea0026624,29.75,
0xac24ca3f6efebe161396a02c8aca576b38a12f54,80.75,
0x365a3ec18ea9e4591dbd2e7687cb14f472f4b559,34,
0xa7b6be460630320d46f23ae1236c7e7b28725cbb,29.75,
0x1071648dbc9cff436c9b0414abcd3df6a95a0758,29.75,
0x4a537bbed95286355fd470eeb27d8e5d29f76896,29.75,
0xd82cdde0e186e41d92ab6c81840e4c2694467c21,29.75,
0x9c512e0d721a444d2c0f36a5c6757a97a497436a,29.75,
0x0dcccb2c1db9754d7c39a83f7857d5052540a3d8,29.75,
0x67beeacd64b07c9dcc5ef0ce8eb0b0cdcf69404a,29.75,
0x130a83c42afca2a39e478dfa9ec74ff2f73e1b74,34,
0xf3eefb6fef8163a3099b2293b6959c6f18d914dd,65.45,
0xe04ab56804e451461ed56d80e117c4cb3501fdea,155.55,
0x52f6542085d27f6beec09d751d9011ed8c4bf747,218.45,
0x498559b0d953d52c658d9f91c96e921b2153d29f,566.1,
0x127c52fc779925bd45a3e8d16aeaf6c62490ff7e,29.75,
0x1c05a3fa690e9e048a54d09b9012f11650279146,29.75,
0x461f7597e7f878a6e478906911c12b11d1837021,29.75,
0xfdc0949846946bc4ff37a5248860081a4317c6c6,29.75,
0x7897252c354ae79f9ae162e8edc0cc345070c02d,29.75,
0xd193466c05aae45f1c341447e8ee95bdbea8297e,96.9,
0xd1ecbb89b300fdf707a8ae6a1c14364b687f3882,29.75,
0x5a4a5a5fb1ee97e28dbe6b1fe0bfd31c9cf0f8d0,29.75,
0x5f039e9f522ce69df8af59f0f47bf4102caa0ee9,29.75,
0xb3b42df9d41694fb97eaf34d7d70a4c3055e4dea,29.75,
0x5100dc55918ecf23bd57807c86fb24020af5bbc6,29.75,
0x0a02aba940df956d18035daf4e0e8dd24b4dc1ec,29.75,
0xe64ecd95f7efc6b9219e7b0e3b8318d927984096,23.8,
0xc196eff244441c01c625e4fe20e8d1be363e42d5,29.75,
0x189fefb1796bf53cca4f909c3e90a8c5eb0af379,11.9,
0x5d3aeabe7ba4abb9e4d1c24f015a7719f35fa961,29.75,
0xce60b7bd3d7ecc1eb37a4997bf018a816cfe86e1,102,
0x2a523f5d2f94cd7b99e609ae0c060e52643ee319,29.75,
0x3404265353c31e724002f4d19b84bcb310f1fd5f,29.75,
0x1b0b02097251fc6de784b7aaa012a7a0dfdfa208,29.75,
0x8cf47b6e1284c80c3399aea794f4478e2eb7b48f,29.75,
0xaf49f24794428bf9a889d7c4a6393b7bbed0bc7e,29.75,
0x0a3842f72ca38b575fbd857c3dffe230fd8f1073,29.75,
0x4dfa4da19ca8da388976b4eb24f761428d191782,29.75,
0x83b61db559d75bf0f2ab1ab40f59074b4391562d,29.75,
0xe5c387543c88fcb06e4514e457dde5490fb04ade,29.75,
0xeac53e4b6e6187ff077863e8dc0df89e55b11152,94.35,
0xea407239885a632fc8f5fdc9f4ad1b044e13814c,31.45,
0xf881a8778d518849d3bd6b4461de16530f088a7d,29.75,
0x8f41072c2ea652ec36138621cdbbd53003b14bb9,94.35,
0x9b7231e97fb06c36b7c62d358d731066fd8ca854,29.75,
0x9f5cfdb271da1100df86caa10243f3120ba4c6d9,125.8,
0xf63120d1f587b5ff28a63acf2c89041bdd86221d,116.45,
0xb687e75958b907f968f0674b1d10a5d2ed946a86,17,
0xcfad591ff4b9f2c6e10376128eda7028c6e6535a,473.45,
0x110ae93934bf9c0ba3e3cce99c8861dd4130954e,29.75,
0x98e285c641ae0626d41ce2f0f8368475a6d6bce8,281.35,
0x1e05b60e7bdf8d583b3a6a9cd613056552bd7b1b,29.75,
0x1e62e20006fb6dbe2ff816db0850de1ca1ee1707,29.75,
0xf64e334a0e2a5d2a6f82b878292c4f3ccc0ef56d,149.6,
0x7fc0effd013d84dceb6639691ae520b7427e5398,17,
0xfbede12ee9f4f58ac0d47ec2fab53d8771c9c71a,269.45,
0x34c74a41797ea7935ccb2e9e05f5757e5d9c9c99,29.75,
0xb2c92bc929c28e6812e7e74da3dda6b529bfbcfc,80.75,
0x49f79097e5079b3ef37eec1b91e62441a7a0cf53,31.45,
0xb72c705753bd9bd3fd6b511aa29f515762b1be0f,184.45,
0xd1781dc1ef5b6a2e7aae11843325cb88d4ecd822,29.75,
0x3c0a2ddc8da83f5b52a7688a2881215535881f14,29.75,
0x540e7b74ff66550af2109dd2875e86df75b7da40,29.75,
0x7a9d97acd1e43096a04d235678454e56b65cc7c2,407.15,
0xe40878b2268297282e83fccdbd70e4e23afd3dd0,46.75,
0x07c4ac56a217f1e351048878bd2612861b3332b3,29.75,
0xaf815ca9e4cb2f2dba2894c142e3409cf8aea4fb,29.75,
0x9a8bc9c6d9698471e284bfe2fdaed484d16bee5b,80.75,
0xd679cdd3ce9d724a748f649b9456e6466026211c,29.75,
0x8014336f09e02a0f5bc488cb9be5b20a08797db8,369.75,
0x258f4f87e0cd07e0a853a110dd4a0aaf85e9e17a,29.75,
0x4f47d1f69842fdcef6a1891fb22ea8a0bc20d4cb,29.75,
0xb90e4d6c3d7ff4e0b0b222f43dfe94905731d422,82.45,
0x6fba89936d3b7a0c785ad5a7616e47d24151cd75,51,
0x9d5427b0effe0f4a0b711cf2ff9e753e8a364845,29.75,
0x8d74093eed5ccced5415f20bf78a3d6f7675ca0b,17,
0x161534160aa26a05a3d7d12b80a37b036d9b48c0,51,
0xb88bce9b6590ee19c6185ace40ab24857f516a44,29.75,
0x5b3b01e21c9cbe8c6574365a2445668b5eccb45e,377.4,
0x1db01626210c100f460e372b2f9bbf303dbbe5b5,80.75,
0x41598a075b62e96e380939d6e938aca2668e74ad,52.25,
0x9bdaa5a0b99634dda08b18bccd03ad55009313c7,29.75,
0xd368727942a6b0c5aca4c37de985a29115d51e2b,29.75,
0x36247316ab014ad2b364b4463d5fa91d51230b84,29.75,
0xc4c3d65a580b80c9256154c37064cb1b39f0f85a,29.75,
