address,amount
0x2FB8fbdFdA724931525f96cAce0D435D8Cd9c4a0,463.5
0x13b0bd31d1525ad3ffffbae2312da1724482f649,170.0
0x119a5e7b1ae24c8586865e139ed9a4af6e9e845f,170.0
0xc74f105821a1792bf6f2e5a7c637f3dd5c0c321d,85.0
0xa5135394d563e323e83b5c1b097acdd7a053b40c,170.0
0xed3d95dab05b502a75ed7b7e8485fe81a193ef2c,255.0
0x0d60f9da37ac046d521d823eff4fe3e42ac0e600,340.0
0x048054f6e13bb29c6453a12337999faaf8ebd72f,85.0
0x6d8e7a153f61d91593a28596c4566e4f5f41a925,170.0
0x09f213953d92f865b949b3e39b9dcfae687d4966,95.0
0xe8e29c9e4ebc95163ddd484a4eb08c318f2cefdf,255.0
0x153421a5ec98702238c5baa8a18b4a53fc059d41,170.0
0x5e453461a7a9d7bbd08af3d6027ae82f7297f516,170.0
0xc8abca399dcf39871e48f2c923c89b40629d315e,255.0
0x3931b1cf1565601b1359750d4d1bf8857b46b514,170.0
0x2b4a83ac1c5d523b4cd9b91a083f6e7252f1fbdb,510.0
0x5d5f944b72d48e60fe5f43dce888bffda40da33e,85.0
0xfb40932271fc9db9dbf048e80697e2da4aa57250,425.0
0xd586faa55f787518b0feeff12788f40ca7d01f74,170.0
0x4f4407a4c08d027c8a4fa272c614e1c1d81f891b,170.0
0x3eb4b506a839b33a4e5d8719a4150e478083d550,170.0
0x49a545e6ddf6fdac01f1ae60d8476a7928850ce2,170.0
0xf58f7f1af2614d64103961e53ab6cd65e9fb87f6,170.0
0xa4ec20c0751d78777274606d0d71304d1c191f96,170.0
0xb2d1c6dede88695beab115afefa8e21425dda153,170.0
0xfb959c714d1ed3e8b4c92e361f1818f31c01a0fd,170.0
0x6483ad0b99d6432620e1c226d1301d7aaefeebc9,170.0
0x47227de01e55ff9db11b8c193c0de3f216d52ddc,170.0
0x244414c97ad964a8d4f6c580cff656170ce6c3ae,170.0
0xc08096671eafb3ac4447943a04cb5587deed28fb,170.0
0xa136e8f1e5a8e13cbec3d5d04ea494a86d6c257b,170.0
0x57800362a0f50d36604a55b360c33635c7a744a1,85.0
0x972978353e8054e4cff24dd7348ea2b2ec768d55,510.0
0x1a6d78e04a7559e6ffda93dba7edfc7fd13543f7,170.0
0x0841e10d57e16ba6cb8ad950b1e3a922d618a0fd,170.0
0x969182504dd6506ef431983a19b34897cd5f136b,85.0
0xfd749137146d6cbfd55a07b2c708bf3d3a2bbb1f,170.0
0x22cb66ea271cc3f25f614d98598739f6172e256c,170.0
0x711523c5fff943ddddab2e1ae03b857b7f832b4b,170.0
