Wallet,Reward
0x2202bcce2ee3c8b2c34db7e9bb38eb7df3d619ed,237.5
0x76cc93e01a6d810a1c11bbc1054c37cb395f14c8,4037.5
0x438803eb5d199c283aadab6d0db8cd3968fbf6ad,119
0x9c92ada83f63f87b46fd8bdf73231f7818abb62e,42.5
0x29f20b351ac6795fcf5c4a0fdc926a5f43423a3c,42.5
0xc5d12dab347631c7b83a649733d8b2691aa6c43a,255
0x64126117c530da9f916d0bdbe5e29ab7170ec0ae,25.5
0x5c570f0ae11f3eaf350bebc1859f584c97b05edf,1530
0x2fb8fbdfda724931525f96cace0d435d8cd9c4a0,11000
0x24aaf3a6d56915931f6c1d16b9d6340b37a8d986,127.5
0x8e5db21f95cb6fed5657be01ee19f5072befc6e2,3400
0x12ff7cbfea29a644cef51a669dd400f0b53e56e5,1700
0xd6104bf5d9c9a782f6007bfad3ab8a7f9eec02e0,255
0x8b2306978c66de82320bf3c863cb7b4049c6c26a,212.5
0x7aefc950e5db9f4f741fec4d19539e19e8757661,42.5
0xaab5714975da70d168f36d19bb0d0d3253e67ab4,510
0x3685ff77f8e4deec9abe29cea15e33209863d4cd,4896.85
0x3b62017e5cec850a4235636dd704409961d9bfb2,850
0x74950490a5fd294b321b277176edc221e4a89fb1,1700
0x2428e5ae455bff97ffd3d04f9f5aeb4eb504c2eb,4417.5
0xb764113ac0c2d8e1a99bb2a69149503d9bf4f614,722.5
0x79927606f74e730fffcb5373ff2de86479582164,850
0x80148fe0f95d241fed1bcde2eb7bc1c7facce26d,850
0xdac1cf9297125413358b6e58e82ea966ec1549fb,1985.5
0x1593c5a24444b69c3442ae76dbfbd306ec1b6e83,1275
0x6e48dd6729b49ac013c9964b123e4db4e0926cbf,510
0x77f8064071c517018333870ace4fc64acf06007f,4250
0x1d0ef5158ea4914ebf909b53dceacd3dde8476c1,3952.5
0xbbd421bf414100a708b89de3f34aa343ce0542f0,2465
0xcdc30095bf507e6b3a8b3afbcfe1782e2ce84552,637.5
0x6c9f82ceea835c7e24d4b72d2d48b9ddad0deeb4,850
0x5a3545af4e6261d11aa8d356b01f6763104315f6,2592.5
0xc5afa6a17fb1650256efb8d75bcd02b8f10aa26c,42.5
0xa50482f0a7bda371b3f3e887cd5d35d6c20b82c0,170
0x55303fb68bb6fca7c5ff720795c05b5660aeac35,102
0xcd70392bfddea98578a9087a630791e0ed75e114,42.5
0xc940e09841d685809f18b0cc8b7ebf5eb1904dd4,340
0x64d250765a1ba87d9e61351173fcde9182fbceca,153
0x44153029d727a55114e64bb80c140d87385746b8,42.5
0x5a8cf6f5d944b5e55b72b33a55e9a1ae23ea268d,425
0xd27c855be090e331b8ebe50197d54ea7b615f413,595
0x302809f7d6cd34d737df352c798e24699d2048be,551
0x53f5697e52b6c3ad548cf3dca2b40885effe3f24,3145
0xbf0b5b9bfafbb9de87c194ab0b5b1688508c1b5a,255
0xbe2575f59fcb5e631a8b6229a6e180da7ecfa1c7,1900
0x7d33d403fea03505a76f1e06ec9b36e36ca390bf,1824
0xe212ed91564f151b0da47f4858d2dc1fc56b2575,2850
0x40c72eecb1dc6cb25ca613186a88131ea59731fd,1624.5
0x85859cf901ef6045c50fc745d4b651f2d6a13194,3825
0xbabcb47487e92ac2effb6d36b554af31e1658b42,42.5
0x192513387b1bc31597ebf9f858e19bcb410ead6b,8645
0x2ac1f32bbb6efac908ed723fb7d73c9bf913c1a6,1615
0xe7ae9834f1a506a9ed3b627e5ed515756a45614f,1606.5
0x56a1eb79ecc0b3b367c1030435b18baf5ca151a1,5270
0xaab0598af820cd9787c9e7d82cda7758bd05c1ee,425
0xcb67b5cd8603280b4bdcb4dfb2c95d6c25a5398b,1275
0x0b36256143261f6cc826ab9578e0c510c602987a,1085.45
0xb1f0796f6bb898d933d95e6aba82bf13b1cec228,9576
0x9260ea9d9b3b64d665152598a94e87d7ad5dd5bf,425
0x14c20e0caa6fdeb9f5bd3b154b8630260e22ff41,2210
0x0caa11412d363a502d14fafdb480eca457c15f38,153
0x91602968a5f171ef01f33520e79bf077cbcb8071,142.5
0xc46547ec383b5f348956068ff06a6d23dc52afc9,85.5
0xbb7b09299a97f285ac861be3382b800ce29949e3,3833.5
0xe114f8b15b6ede03e3d3b8ec6637be0050eab553,85
0x875f580a53ba4ce0928e9abd5adff7a5cb797e55,1482
0x7b3010a79bf565c98910448aae39d58bb0eb5ccb,212.5
0x58bcbefeca7294c6c3265736f6253119758559e8,1062.5
0x5a071eda081d7eb37b96c3bbbd3c582f47d324e4,680
0x7d6b8819851ef3cef84c1c2945880610ee68c078,125.8
0x78d3f04daf30ccc2015191e2b4cce5e9c2b0e702,2327.5
0x1d1940f8a2604b76211631993b65b4dc840a24e4,212.5
0x235459272603282667d29d85461db52825e8d19b,1190
0xbdac150625849dd9309ce5878869c9de154d43ed,95
0x80c7eb7ece144434b637c572d5aa13979f8d73be,42.5
0xc1dc6395efbed5a2747cb00b72dc71af14df142d,255
0x6a8ba907725743d298ed148e9c5f008e3fae070a,2575.5
0xd907d10c79cfee4caf60602ee75cdd23eabc0df9,4335
0x3e872e7decbfe9cda508a09c458d99a574c9236a,25.5
0x2c11464dca0149a64516dc1986d1c4a2058782e5,552.5
0x220644283403e90109840b548b784f4b6ff398eb,1900
0xce091a4d706c333bc6651b20a3cae1686890cde8,170
0xfeed90a188960a9c8f140d0ddfd8d8012e45b68f,1700
0xb67d81bd489a1974b0010d48c81e47a7d7e4db0c,2550
0x8d1fb11edfb0910604f9d45b17bf96af1532401a,2252.5
0xe4fdfbed1fd241883fb2a19f65aa0fddecab8702,153
0x593cfe59274c588d0f1e6e9768631eb274d35801,25.5
0x2872c53de37f76b8438b0db855f45f9aecc90a6d,589
0xbe4fdd895f74017204f5bf90c469056fb3bd97be,6168.35
0xf069a32b27ca2c446b92a8c28a6b2955e8b335c0,2643.5
0x2a2eac60f657cf295ca97523c49f578ca61183dd,4505
0xca457eac6c181019c445a63f2a7661384b61e1ec,850
0xa70daea5c2cbdd9b14a85a707e2c74ccca6896fd,2592.5
0xd56ecc30f1ddee45a3486bbd8c240b16a51a87fe,1275
0x9ad6a4d4655c393e592d5bb81ff0beab54ef74dd,190
0xfe7a95fdf8d93adac46da0e16f4f6b76bee8cbc1,51
0x78b033d78091775a802345b7b301dad45fc37de7,170
0xc6f59a4865b0a9aa0068afe9eda9e04ff19e18d9,1334.5
0x9d09d934cf88694650dd335879a7e33114d78013,5100
0x9e6b28e53e9a614acf0cb423706f81bbb636ea88,850
0x84386804bb2b369afdc65e608e63114bbedb6f98,2204
0x583ab41a1ec8bd6a4be4b9df9437daad9dfd30e6,1275
0x6e9da8bb41c0cb662802aeef9d0e79bdf54424fb,765
0x9b9977d825bdb0db5e1e31e897d3839a6aeaa5a6,2550
0xca68fdd7b5ab9d9c2bba2f72f6b45e451f15b8e4,3847.5
0x1c603dd7502d103e8edd6600e18512f290fd83bf,340
0x4a0d641b14fd60614ed8b9af2972d0d19da91f1a,85
0x1d3b4e8a4209f7a3245f7f3f1ed3bde48cab121d,212.5
0xdb630687349206932e066b4c9df15c6542add5ac,3782.5
0x18d447df74017a79fc518418438618c2d0923e02,3136.5
0x88b8135796bdc2d807f034e0633222da17f6b151,93.5
0xcea1d597ea3be118f5b100683c58d77a1ce41d18,1530
0x59b53cc87248defb36b600a0895372dd7908813b,598.5
0xd9ccb46e59d9c9dd44fffbb7188817e15ebde543,2261
0x9a6fb1b3819c7b0e8b2a0f40d2508dbfe347c6d7,510
0x85b7f517bb277f6a850c865d47b0a102d0a7f18e,1045.5
0xd0c6d9136ae9be83a526b4f9b6f93b4c8ef7449d,1122
0x8456d75d4a9edfbe57ffd106a031e0df888af6e7,85
0xfea6513dd71c427abdc3e54b3ab4c75c9c1c5ead,42.5
0x8c67d1e6fdda4b572b82a2aef6c37ffcaa27c168,1605.5
0xcdd1b6c8deb6ef581024cf21cf77f6ffae65e761,850
0x07562cead846ad5968ed0021cb2898d1098c6563,42.5
0x137ceb7e3e8b719a55c73cde4d4048613c81e587,1254
0x83b1556667e1a776db4eb9e9373c5ea1f3308a24,348.5
0x6e581ffd659e0d188c9c5ca42a3abf7d822c2bcb,680
0xfa4e7035b34294407e5df1603215983d65e5a773,2465
0x9dd55bb2b6869f14e6c8fd40463ff0b8f8fa5a19,722
0xcd2ba98fa75b629302b3e919a49ef744eb639d59,629
0x33823986a5c7892298bd794d4cee5f77e7676b38,3136.5
0x31af146650feedb8dce8f1968a16e5f7535bebe6,144.5
0x1d3ccbfc3e47387f39f669cdf77275a888f78f31,2550
0x5214a92a7a9f5d92a33e7f8b7ddcd8f09554ea1a,552.5
0x19bdd4def406ba1cb69da24a6a166fa9cfba126d,2592.5
0xdcfc15f46a448c115943329bd7c2c461cb377986,850
0xbe996e9cd5886add200861f4b57ae955a6a47636,342
0xeb319f877a1f5a70ab273aad63d0a9da8c36491d,1827.5
0xA0fA3f998CdF1DE021BF2D813101ba886cB8c54C,37588.4775
0x6eF22CaA22d08D09082fFAFFa3cD051296a78a17,5369.7825
0xb79fd1340b06ad4b1d3b58ed3445490460566f37,2
0x5b36e70b17cb5802e3db17cc1f176c0983dfd31d,71
0x54804cbd6db2362656f743e4c4306dd4f98e6580,55
0xf7d31f6098297a9cdc4cd3008aca721d4a386901,76
0x34aa402530aedc9b846ca903e7e379313f0d727e,32
0xcfad591ff4b9f2c6e10376128eda7028c6e6535a,118
0x4066d9506E44C660A4B118599D65ec8117c58215,23
0x2cbf3adb40c302f7689e9c1e3213227074f0441c,5
0xecd9653829ac3908a73fb43d3a51e0f9b8c27193,92
0xdac1cf9297125413358b6e58e82ea966ec1549fb,20
0x3403f3ab218a8a3a10d8ddba90d6cfeea326fe33,1
0x84ebd583467044f91a7a39ca2ac88897cb6ea537,57
