Wallet,Reward
0x08cfdef666499047e9b25ae25a7378a7638f86f9,850
0xa73fa2565c18218ac6510c8cd3b220f5794f3b84,95
0xc95dd22eb99f812eafab969d9b4b59ddda3f1994,2612.5
0x4159e9b0f85a4de0ba85ce40b81570d08a1f1aec,425
0x3dfe8d1d6a73957a8ba6d8abd4f84c8c3bc78b95,2975
0xbae2c667f523e6949598bdf3324c3c4853a1e350,760
0x471f97a4729bba55393487e8e8ad71a3b640483e,255
0xf6a591a2c96ce9f577b5fd87d1ac1dc4e3a53fe9,2550
0x3fe8c58ae2a380e132e07486bfec847cfe522797,850
0x7f20349795be58ae7461df05a6bbd9df91491a2c,170
0xc96f70172d16326395525e154c7c868f98e00e5c,2677.5
0x42cb814355089ce45ca93272c2b416e0fd397a61,1275
0x9974c06764bae11d6bceb5e6a585a807c234c01a,161.5
0x76f6dffe322e1dd689a924acfcebe530ff8b5868,170
0xdb3aba66da08c1bc770b9b764048f7fd9c3dcdba,3087.5
0xdf8c962c1d938ab04a1d7ec9f00255256676e761,102
0x713066d6869db24d690917d6da8dee5d24774fed,25.5
0x87ae9047f7879a229a929ad5ee026a5aada15b3d,170
0x241545a2e94a9890917e88c3ee4c0b3fac0d27f3,13395
0x32cb0f8db60389fdd8a3c4d7e4048a6901d5a86f,1402.5
0xc4031b23829fad7ece129dae1f1aa2b75ebe02bb,425
0x33c368fe3f02f3dbbb45a9777741d4955daa33fd,170
0x7faef9b3d2b2177029f8a77b20e9d0028553df84,2550
0x78d92614c8e716c3c72ffb10297d55b3fcd50c0f,2550
0xfbeb21d0746fc92c9a3650eced0a82c540a1ad78,637.5
0xe3927162bd747946eae330e6f8db4f0121d379de,680
0x89670b528c97825a3518525435f760b11757f5eb,331.5
0x9ab1506be3eb4b3d2bb2d8da773f903042c1178d,425
0x17bf34a8ec5d087480de409986b95277b3f1ebe7,1445
0x988384c4fb3bb0f931358bee2282f9377dcd2811,850
0xac24ca3f6efebe161396a02c8aca576b38a12f54,127.5
0xd82cdde0e186e41d92ab6c81840e4c2694467c21,42.5
0x9c512e0d721a444d2c0f36a5c6757a97a497436a,42.5
0x498559b0d953d52c658d9f91c96e921b2153d29f,2550
0xb44d57a251da397bcbe33cfbbef567e9fed151fc,3400
0xd193466c05aae45f1c341447e8ee95bdbea8297e,841.5
0x1a9254bee28428642ae4cc72df953e83439aa928,425
0x19422c3c1494b7a9ca5c3f2a539b7d64131485b4,42.5
0x336f9494c70e42a48d15efe1ad56a33b91f0c9df,42.5
0xd22e7705594bcb21fe7f34e473c0fc75c5247828,1062.5
0x73ddb14abf93ec0fa0e9d55df0f14ed4a7228dbf,1140
0x42455cec1847e2f4ede10751e4a2990d50a9a1d4,42.5
0x9765dd2d1aff54d722f6775a0b30f69041b4834e,3781
0x9c636c1110ba14c55dd6727e4a67d499e247541b,850
0xa9334e54f7627332bc581d6dd6fd94ab79b39e55,1900
0xaf49f24794428bf9a889d7c4a6393b7bbed0bc7e,42.5
0x90051516fc3451d7bf1b5e7d0a4486757fc81c32,850
0xabc8e7baf7a72591ff8d5a2a25102284e8e3f5df,255
0x6a72d88f7e04ba5975e59212801409c0ee6250a9,425
0x9796161f2d453327da460d7a99c06738ec3630e1,76.5
0xf63120d1f587b5ff28a63acf2c89041bdd86221d,285
0xcfad591ff4b9f2c6e10376128eda7028c6e6535a,7362.5
0x1fe37abce524f35a7a90507176ea3c67afa366a1,476
0x98e285c641ae0626d41ce2f0f8368475a6d6bce8,722.5
0x612a806012776e6b0d797372c2fe5a358fddb0fe,5737.5
0x0df415736be40485c5016f21eeb373fb326a7847,1402.5
0xf64e334a0e2a5d2a6f82b878292c4f3ccc0ef56d,807.5
0x63876585a9f36b1d30551ae457463cdcb4c05af9,1360
0x7fc0effd013d84dceb6639691ae520b7427e5398,127.5
0x7eb5c3813a8ff1477e5decb39dc6f8fd9b1fc6cc,850
0xc6e3879bccf181d0c3dc4d925eda6afaf2b1f53a,127.5
0x540e7b74ff66550af2109dd2875e86df75b7da40,42.5
0xf448ae408ed8d6445e3078fea85fdfbc071486a2,850
0x81ab0d477f205bff06b0a683ce1e242ae65ffc58,850
0x5312808e015887baa8193548e32522269ed59481,1530
0x7a9d97acd1e43096a04d235678454e56b65cc7c2,2635
0x9a8bc9c6d9698471e284bfe2fdaed484d16bee5b,127.5
0x91d774685eba2770c22c2bebae2315ddd78587ac,2975
0x23801f6e95ca594746af77204ce090144aeb6fe2,510
0xb90e4d6c3d7ff4e0b0b222f43dfe94905731d422,348.5
0x6fba89936d3b7a0c785ad5a7616e47d24151cd75,323
0xa8c4ae6f73e96c4beea59ae72dc07377a0eb4cf5,850
0x15def34e197eec0bce546ac2941d7cd217187c5c,127.5
0x161534160aa26a05a3d7d12b80a37b036d9b48c0,190
0x7863344237f56dcac525fcc8e63c32e428a62de2,127.5
0x5b3b01e21c9cbe8c6574365a2445668b5eccb45e,1028.5
0xd53233d3244725bbd5a170aeb2c4eb8ebd1746b5,85
0x1db01626210c100f460e372b2f9bbf303dbbe5b5,310.25
0x363f5f7eb2a49430d67c4d370c3d7aea32da5f77,2975
0x5e342d16ad32c6d5111873b826184f3c970dbfa2,255
0x630c8f4791e829a488dc2dba8a9ecba5928a3789,850
0x24506719d70801d3c57806bf8934538a963c65b2,1275
0x1736a6acba76c1990afd339d70c17b9ea0bb0569,1235
0x44eae24c471278e24545927c13afb9d13385b77e,1275
0xe2757630c3ffbbf1abb476953649ecadd8248b5d,850
0x8b127aae3835058fdda3a6095b2cd3f2335e6d12,850
0xb6862da798bd1b24c7c2baea4f51d9547cd29420,238
0x11e8cf2af7f30f31a33f84be57f90144533980aa,391
0xd91a2d9ca4c27a091624c3d7efd4762c2a3d2898,1062.5
0x15c3c2b63b098a31a4a50e27ace26dbc0f9fe3f4,142.5
0x4bd2ffc16a557502953538260cc139a7938bb008,42.5
0x4066d9506E44C660A4B118599D65ec8117c58215,21280
0xfa3cf377c1d762e9908729dc8e1ab9b10901eece,5015
0x900447d6acabd0d13171cb6b80e28f5859efb145,170
0xf5851cec26703be74519e9547b395eb3a8f8a259,850
0x1089cf66319335c739682aebfea2249a398951d9,25.5
0x4fc686b34dd377ec39b98d8fffd84a1a9f998090,850
0xe37e187347465d37963db4c9b4026ec9a3e0a8f1,1102
0x463e39661f2f1cde5d094c5a8d55a00128e2c71a,850
0x66b3cd6d6d5c120f8e70c5ace167790c1f9c7bfc,42.5
0xd94f99dc966099abc3cf9d8e349dd8f68dec274c,1105
0x990050bf1c94ceb00cfdd0237181bb1a87456d76,425
0x519d45571d244b4b5ab8caffeea830aa7db6c9b4,25.5
0x03d279c1b95725562fca79a6562afc5904aef9d3,425
0x473928e250aa769debbe5a8f244be91690e2263b,2550
0xa42a317e1d9ad2a29ef0047b5dc307ee5988b0a8,3144.15
0x26489919a5e45b93399f39eb1c8bd2a1e9e086ed,1870
0x3b14316fd4da78f6b40ea245480bfec8449f2c61,855
0x92b12c72ada95f23c1d8a10f72ba51238e442676,340
0xbfa119e1554e3cb41c67d2ad0cdea0429b608155,2850
0xb796cccb55aa96293c873e06a9631c6bd7b03014,1615
0xc243e97872e15ac30f7202bc1493c3a34d1ed42e,85
0xc03815b70cd64f73fc986e70d4663ed3e5ddcd98,1853
0x60de9293faee42508abecbc6b9c7d07d082383b5,280.5
0xb3f1f3d5e94897463a7f631e9d084b67243e8288,1470.5
0x883ba3ebc63436e908d97c50dcbef51c0f8e3998,850
0x15ff1369fbccf1a041c3fe292ba1c45d1184bac4,2850
0xf1df898304cdae45f69489e6889b763e56c8d577,5312.5
0xfb35f7777ce58511842f1399bd05aa09876d4fff,425
0x62b3347172df8da90ef41cf5cbbb34e1ed5d16f9,127.5
0x3659bfeea1dde2834d3a0186ee9d8de15482ce79,42.5
0xb1426417dbba0ee7248935d75a5ca85087b7ec3e,85
0xa325ac2d571e4b490bacf13264c285ed6da61a85,365.5
0xbf7c754b9d68dcdb8dd82d16928b118dae774295,862.75
0x7035a8595b95937665760ab000b8c83a247bc6ef,2592.5
0x59c680305dc23be2194934b97cc18722bc6e4dbe,127.5
0x5fb8b40e033abe236fb588951b0350d9f3c42b83,6035
0xc0036e8a76accec6f8fec591503f531f2326bf8e,178.5
0x96024648d238eae9c600cbc071a420d722212299,1805
0x0b448c913cc7b8f1072215aba22f79233036654e,1275
0x58fd1e34ab086e1894ffb1e7c87003b14c7cea62,935
0x1c9ba78575a468df6e90fc98b263c0cdfad2d430,2703
0xb27513c0e26b70ec2cd1f7d9c284f161d3fd7cdc,170
0xa6b1173f6341384d5f3ce7a5bf76267168824d53,1275
0x7071b7ce023b8f83df96b11f7508504ed1686522,595
0xc39a66d503fe0e9955521a3acf6a7dd67cc5906a,425
0x2d375a25a80747de74ae9aae665b2d647cfa4884,170
0x091ef59d8d3bc256dc7d548c3311dedffbe7a044,170
0x728542958e67882354a0b11f3359f19745c38714,1275
0xb30c642587150cf88f2d9afd419314fa8f369fa6,850
0x77f684b6e0359210527046cc592a24d60cbd8f5a,1190
0x58e81116fcb89af7f87af7805d175ad7a79e1367,1785
0xd0618ef7caf00ccc4d430efe498e645b894c08b9,850
0xcefb6d3824ae14bbe7ecf5774222785706b46a40,680
0x1ffb462478dc0c2d416be77911a1be9ac696cf37,85
0xf33ea5b3f0ab05e39d1656d42f475b5a87ed21c6,170
0x679186d7e07023908f70947d8c96592b28e246a6,726.75
0x691fc6581461a5a3f8864187c7c87b6bfab7041e,42.5
0x12cdfe796f4331a5a30cd768fbbf99f22d8f0060,1062.5
0x4429128edee19ebad7a8970de248319c9329df4c,3570
0xdc5ca6059a11ecf6e5759485848daf94f15c05be,595
0xb9b2b97a7b4e93e3a912b5dbcb45f426fe4fa6c0,85
0x164ab5c0c28611b97173026bdfbd7eb47de3fdb7,2550
0xf196c894a94c4c2c563dea85a19c95a504f5aeb7,42.5
0x14b51dbaeb36bab0465fb45cfca569eb41802735,340
0x15f76862162f4824e7620d9b258822390e13447f,6077.5
0x2c068d142adfce1a17f862c7e0de93975b2d76c3,6650
0xa2e48872022aeca31a12248188f9c293472323ef,1900
0x6fcee7bc11f7826f88335cd3e1aa396f7c859659,1691
0xb19da4c8718238539c0224e72e12db6907879daf,1147.5
0xdb4ab96d882314a1cdff6a6b1657e38f932a9e67,42.5
0x24d450dfb2d8b84c23879aa107d8da64bd91f21d,178.5
0xf83eb2d3708c6583c432cac685052d2715a612b6,85
0x9ecb4feae7cb33e01e57bfec08afe083710a9e4e,42.5
0x7a1502631616e82801f8cea3fbd141235c385961,51
0xc1cede639c4f5a901800650a19e28c247caa1883,2125
0xfc263ac5fa8b0333b99923596283860cefb8a4a5,255
0x592c3c1e55cea51529221f5f32b287c31a8a0bcb,2550
0x8630ae96db0ddf046080d9c3607144e1986b2442,765
0xb34b751355f7706de652ee77083fb5058ccf7f5f,1567.5
0xa9aad34949febeeb997f9b0da84e8e076332979a,1555.5
0x83272588225b466cd2aba44bb55e2d0975cd0786,285
0x6ea35bb7b426a1bb4788c4d73d3c8b73adf0b9d3,25.5
0xb35b531649c5cdb52db1ed3f0eebfa3b37c76708,8627.5
0x3e420b052b65f72d0a02bb7d87ab5446d4f98f8e,153
0xf6ab67297f2a593d01e51bd72b5781a5fee96e1b,365.5
0xc5fb618477f101a1eb125b696462dcc36a10ac2e,125.8
0xa970c50976c2687cee51caa52e99c1b9ac8d0bdd,2635
0xd0ff20bcb48598eb2152d72368bd879ed2c605de,1425
0xb84b3850eabf40264c45ff1a5b5ee3bd64f9983b,25.5
0x9af8c7f686055bd6a7f99fcd382ed152909e6f42,2040
0xf5e7e762ef967f7be3f36d6db186b870e5f1e497,391
0x24b4e4dc337f6604c5c667653cfad4b401ef3986,42.5
0x3164f60c608e30ad8bc8d0179eaa3a8289145740,3040
0x682f11e8d2b01653f468914859fd33b5fa624522,2550
0x8f6cc5a88770b2121d0a1e672217f52a16c5feaa,42.5
0xc75534ded4fd4796aa215a96e8e89ec58dfcf78e,425
0xa68c69974460f5bdcdf60f23103762e81a8889a4,42.5
0xf80388fc18c8464b1c87ad087d544a33582dd8bc,47.5
0x85df2ed8296a60867c5a6604d3c41d20fe9fb905,2677.5
0x65aa70fc515578410598f3812a18e02c88ba6aa7,1900
0x85a004287520fe5436babaa326ba96e45d1bc480,1530
0x9e4631f7f476e6507be0c410031da91902beb242,977.5
0x66d354ef46de2eb4a95867e0c5650498b67b29bf,510
0x7d4ec06934c5a8b3a2f4996075bee0e3cea8fc1c,142.5
0xaaae96ec2e99336ab4c24ab21831882bb24b460d,76.5
0x5738ebd3ad251bbd5eff7e2237eb166b53937402,2550
0x15e09502fa87915c78c28fb974cfc678d4957c24,2550
0x50bafa6895c9d5d948c0511bc756b44094d97ae2,25.5
0xde7fb34d93f672a5d587dc0f8a416b13eed8547d,522.5
0xab868ac6da9172531df31afd181c9623de5831b4,1953.3
0xc8ae384596028ed07a56d9c1f60e18b638fe0f9b,850
0x37ae2b36f38df73986ddaae326eb70734374b06b,263.5
0x6198fBEDd148812DEfA01a3dbE96e78204Fb2c19,739.5
0x3a31d9d9120013a2f1f55ce45068ed9ce4795e9f,51
0xbee95b56607128259fe8b7d6503ea9ea8004cadb,212.5
0xe1be5135509c66ea6cb9823b77084ea05b769f58,425
0x1802c850a7703d8cd69f8f8cdf948b69034fa699,4930
0x141fa59f55247d82f1f75eed57df2b3ffa715550,2295
0x783ea0facd40dea928ed5bf05b1f5df47ed07e4a,85
0x737753fabdad3ef23568db48e175d73f0254d04f,2125
0xae0bc183ff3dfd2022142c2e914cd55d56eda438,5440
0x7c83dfbd76cfac3915dfabcfcc236562efdef983,127.5
0x0810ea1e9daae64d99423b51fdf1af8775d499fd,782
0xdad5a3572ac6c8bcfa2e59b210678eddcf6c9c5c,850
0x7c96d39b07824fa5726192078510b5aa542907e6,1530
0x66a1c94ee710fcdcf97fddc7b3cd62ac434b7951,2550
0x7440ec12457fb1ede7fc5e28a86e4dfb10134487,3740
0x41f58409ae9924d88ce1a5fdea9504522591dff1,10659.85
0x492c792e035dc96096f6691feeca88104d99f954,340
0x3777811a225ffa19c4beff0a6adb6e4e0daef460,212.5
0xfd4328da6e0b666dfd1642e36725742eb516cbc0,1105
0xc5bb544237feb6801e7c09cd7d7de3b7b8fc0380,2958
0x0b3181786fe6ee88f2d27ee3a9ebd51c1318abfa,2448
0x400e2b1817d020094d090feaff754fc49058b173,2964
0xa398b4742dfefb2b5febd9964462aa2310e25ed8,42.5
0xaebdb3f5c66c1a54e3262eb9e2acc38af063baa1,850
0x0cea67067768a6d908626322f0e0cf10e43a314d,1104.15
0x65c9f263367a9a920ef085f5fd849c9449fde509,425
0xa2e99ea615de2222993ff226724c1110d64f74d2,170
0xb59ecab8b14c173926c649539d3bb2a8d0431653,4420
0xa4a5b3827639fd670cbb320038f901a78090d6f7,5100
0x385a1644c68944bba8e9ae866f510137b5360451,1700
0x6da8e2a4f09d920ab5404d5ee1c55a8577abbeaa,807.5
0xe9d99deea6a4da5c7e32cab1495f58139b70f8c3,1662.5
0xda2f65ea0ed1948576694e44b54637ebeca22576,425
0x8212426ef424ccaf7113f78301e2e9c07172f63d,536.35
0xddbe93624c94179ee63b7bcf9548b3b236d35b14,340
0xac1b2469d1b46b6290dcad11b7f0d57bca55e18c,2831
0xa78f086fb5488f38a05c930f874dc0e194173bcf,255
0x774e2f5c083830e9b6c56fd10396e8b5f8bd5ebc,127.5
0x6e5b8455a7959d07b4bfaa01ad3b2751c120ef9a,425
0x37b8ef2da4964886f16c6b14fc87a5c8c9ac4038,2040
0xe18c04d35e8b37d5d72ae3461e439b0643cd64f0,1275
0x86aa07965b08a0d1c7a633c808d4461be956e1bc,2375
0xd215506a796b506e87996a8f5d815c80d5937e35,42.5
0xe7a88f580605917b9db49b90cd6a45616ed05321,212.5
0x9f8cc9eca1749ee7638ebafb9fdcdd3831dc4301,42.5
0xe685e6cf844438901496115751d18b952944189e,6341
0xaf153c0f58e671e4ad01ae6b089deceebcffb0cb,340
0x273cc9074a4d2be617a00f51d3493ee988e44014,42.5
0x35812394e0fd97a0c26298dc579811cd34b58715,195.5
0xeab615ba9e4ee5f219846d67a8e3771fbbda4a4f,2850
0x913b1d78f53243d0e2654f17c88868ca2d596ea1,7233.5
0x24354ef7ca981643076adc7a89f4e3adedff9d28,850
0x323e2e4f0340f65b602c26982eea7a38a1cba5ac,1215.5
0x36aabc3abf6f4374a44bdcb9990b620a899bbbd6,365.5
0xfac4f8bc040c0349e7b65c9175580aea85406d4a,765
0x81dd61b00484ef2d0ba10f839bb3137ef577fe8d,2897.5
0x1acabc53186e43d74ff3c83ebe71d295be3deb28,705.5
0x63e73058e65ba0fe3f925d2948988782d2617ab2,132
0x0bfd7b485dee1137579bdffda8661d8e27c14918,425
0xe7e07f085fd876d3619af686dcb3a295778bb01d,297.5
0x82b7f5df7448543469536c9edbb1b2d4fd910723,4632.5
0xeb50aa72db4857ed6e4270bab05cc97f08906aed,2550
0x8066bdddcc2daa54dbb8f2b46a8338925d4a6b97,4505
0x701be7f23006a6374fe09aadf6dbf68a7646e001,3372.5
0x81ea76b9286e39b55a3d5fbdd7dec1eca05dc94f,42.5
0xa40763d27d7d0897e9d49a7c2da2c5d8eb8052f2,42.5
0xb886ffaebe5b72055e4cbc39322d16d7fcab6960,850
0x32b757621a286104fa0b045ebf2ebd34b495a5be,994.5
0x4817e02efc9131a8d01f4745721d1e5048b9eb45,1700
0x7c9fbb39702e271fd28c14a7871030fd109f3411,2040
0x5c06181645941012fc42c3ba662f77c195eef0e5,1365
0x376296316a8cc6d5d62dbeaa39787fe9acd6e891,1105
0x7165ad45b19149eeb695cbe3bfb63c005663ae4d,2550
0xe4123f89c79dc32d1ed698c060f99b9e3d29eec1,280.5
0x12935f58f13915a90d9115b3157e549f57fe129d,25.5
0x585341e3516c4ff38fe8ed5da0087384c4a516a8,4250
0x521905d31bd460b4543a24cab151e90f3bd916b2,2550
0x7cea6612d62d82f9558355133e9a648f09234d1c,1487.5
0xa03bb69f2a9bad04e028d2d4ab62c5fcb520cb36,2040
0x86f84f893fe22910c7f22cefa4cbfcab5a00915c,399
0x9b448cf7dc9e69509cf9e7066cd97060568c68dd,1282.5
0xf30431d4e31e6e54d9338eb8f54da5eceadc4cb4,1275
0x100169f3524f13defb298e3afcd742f3f2987095,1317.5
0xb5bf005a9a0e27968fcdcea88ae65b10135b1463,1275
0x4820ce2caebd82b54a6017a8e705af4151954a73,204
0xd5cdf2afa707a13e525ecc394cd7a20216e91873,2550
0xe3407a985f9d8e9a43c8a6a6a4a99072d0ae4b7b,943.5
0xb15c3701eb3e36dfb60880806e6e1f2d9b61701a,85
0x06cb30d5501b9f0ab3b7e5a32f2db5cfcaa23ef8,255
0x462b9d5faa76cdb31979e74e8712befde37c3971,212.5
0xd6964acbee9272f0c76723b0fb4c546e0d27cf6d,25.5
0x723797e556eafcaca938f83f5b3a97358ae418b5,2550
0xe3833cef090b3cdd39c7cdd6a0ebfef39aab9ce0,1402.5
0x1eeba880f0c3e445edf0c9bcda43c4b2d11a13e5,340
0x6291352fd5773c9127cc1997e53252f1a63bb60f,850
0xc87a7aa4fd0b06b9aea2fe96bc93a0ed89639bf8,3731.5
0x9f2eafaad26804af467165058926cbf756c73580,170
0xdda2e5a23bdade6c9fe4fba3b19512db2939b41b,42.5
0xc0efb17e6ae61d43fa1a521fb7add0f503265a86,833
0xe55205ff1d17b903a87bf5ab0fd5a2acae13b2fa,42.5
0x083c12f2b7ec653197936df8d3741573beebbc07,3017.5
0xe6c41b9c199fb01ff09239c25e0e99b13648f94e,42.5
0x4fef2a576965aa81a4c4e07139b2f6afced55f05,255
0x343a5c0d966e3f8ea004efb8939c7d71a60ae795,850
0x79a046a29a60beecfddffd5a90236d3c99612d3b,42.5
0x1144fc4fcf9f528165e7c2b1de9b33c0b00d805c,2295
0x59cb74bf4d08ca18710a193812a62abfcefcfbeb,13204.05
0x9042396d6feaec95ec9dada7dfb9b2c8615f9e72,42.5
0xfdda0edc48dcad9964ad7c3e070979210913390e,170
0x39e319949d6d24f0ca2284222f70860eb4ef8eb1,42.5
0xc434e27ac8385f79156a9798f305484fd821bcca,2975
0x4fa72790ac1db594575a20970ae2e0ac7f278261,340
0x892b9951079f3ff7fe953da7ab0930427c3d62b8,212.5
0x0b46727a870a86c6ebb34a814389f5da8bfed665,4740.5
0x52cb0ddfeef3009fb15fca7ed16ff4b7e1e43167,850
0x33f3356610ffbed55b64469ae351ce8f516476f6,425
0x3a663169d2f7fdb3594e8faa1afca38047abc262,4845
0x71070f336bf45a0193137a8a501914b4fd54230c,467.5
0x3a4aa2089d9bf4c39f33bcd44f049a90f2eab182,340
0xde59756ccd6ced17dba30edc23be70b8d26fa9e6,1020
0x7f5e5f8a5e1509afa5167f5ee024052a62af37d3,42.5
0xa0d7b7253289fe5d8d8d00d97a8477a0ec046718,2550
0x47fd9eaf53fb33f2be06a164bc53d3d3121e058a,850
0xf19384df052c9b5a761eead061e81d4952154569,42.5
0x8b190a162e643760d91a02fb35dcec858c4e51dc,1216
0x6169ae7075c96a59533318c91b67009450e4a7f8,2041.55
0x13511c5d009e0e7a67ce13e3c6d1d5ea074ee3bb,127.5
0xbd4d7e2926fef21709f02256b17600de97b1d46c,2992.5
0x62a1d1c6917f7758990e9a77c23228f821c2efbf,195.5
0x51bff6f116cd1d9bffb0248a669bbd86635d92f8,127.5
0x5205ae8b803d737e1574d4a95b6e37e524fe7553,51
0x3ee7ff5cd8d3d4b27fead92e8f859debbd578e4c,42.5
0x2f8ab4f0e64f2c108fcc0739c6bd8414e03ef32e,2167.5
0x396352b276f11cb3e68b61114c5fe69437fd635a,380
0xf89c600b16c133f02226495b5f981c7bd1ed99c3,680
0x7de6ba39e1b23f97f3ab734ff0f3b64899651946,1275
0xc0f2c6fa7d49599fb5e077b75bc107414001cd23,2550
0xc4c89304cbc3b4e56947534c32b625e186cedc66,76.5
0xb2a92b4898be5ecae0d62d3792574d327ed7c873,2218.5
0x6fdb764f668330cf7eb58a2206bb19fe8f0bda15,255
0xaf2d1d9527f8d9d428160b41b8e1ea0e7cc2570d,285
0x9e8734eadfd21b16f2ef7c970ca139e565ba6b66,1275
0x9eebdf6c00082599bf1b3999584e629c88d3a0ff,127.5
0x949d4dd9288440babe3334923f5aeb60495892a1,2550
0x52c7a71f4692403dca2e3fb7feb06ec0537c13e9,425
0xbb3ed2a0eb60eee8c0dbf6d1b74e8b0a21fab056,2850
0xdfb9983a27b22585e15c802b69c5ffbdd2fe0bbc,42.5
0xd6c2f55aeeb3d5f31d90250dd9a95171399efadd,42.5
0x498fb96f2e4e43703c42a44438c5f82b55e34094,425
0x9b127c353d85d8ae493812290fcccfad0d0adccc,365.5
0xfd5fda2f0367479044f691a0e7c9ef2aa8b0a707,42.5
0x2968a9e909946c79c9d9967dc05d22548d06efef,10450
0x56db32b4cab162aabd057a852ba616b017a79790,476
0x55a16e1cda9ad73a74c31d6b3643ee20cdebdc1f,3657.5
0xe43861dd52c182e6162b10688c0589ed698c1a82,850
0xf26a2786b3d4ac6ddc6ad11f7314c5d0704af7fb,42.5
0x390c6a2157358890377066da91804a3774cb2fcd,255
0xd52e3dfadc762edc526480791434165a0d58ffc6,1275
0x8e71b6da00eeab66641cce0d00339de9db7f5bb7,850
0x55cd987a00536fae8e1f3effc2a6ce874393e6e1,978.5
0x3389135b58f51052a5da4f40e70d3ca106da336e,2147
0x62f702a11b88a6b176dcbf2f28f637d8acacd9bd,467.5
0x466d0ef50918f581d364b1b06ec04d6f1ebfeacf,425
0xaf71fbb0c52ca5687eaab139a70fed3e44b35fd0,1785
0x87f94e1fda93758a4523f53e76f04117500e4464,1657.5
0xb0433a329b2fe3d4a15b933645c01782d923fd42,2550
0x0c44096593e75ad4310d798f6c464c3c1f6b9c29,42.5
0x8307bdd87540ba4ba3265fb7779e839569b6d9ec,671.5
0xe9cc7db7b419742f35678f39f07e3b28afd70a87,1742.5
0x2d543a088d99ed4908bbbe10e0810f8fb650e75b,127.5
0x5e5156da4ad84676c45a810e8c84ee06d58f69c9,204
0x3d2a9b3e8cef6708cc874f8d74b7e0e1f9087b16,42.5
0x3744baa47228b390c79a8a06df241e48308dd680,2354.5
0x2526665dbefe9ea1357899e91744d9b30ab4c475,85
0xa3df17cdba56fdf70b6b855e26beff7914feb1fa,42.5
0x9209a4118c9ad4e6c846156934fd2f9d417cf3e0,212.5
0x0ae72609b7b6269bb1a289761120d490150b04a3,42.5
0x2c72f1361b7c02196a0ea5758c3c44c52c925f02,850
0xd1e7ff1cf68b9935c7e1af2a3936bb5e487b0ff6,425
0x2aacd59b6721c6873129976a2b45aa32b161bbdd,7077.5
0x4040ccf186c49f8f0d06edad1f9ff8cfc6de97c2,765
0x7306d50342f3c957673c06ae33e481285b7a9747,42.5
0x6b6c79d8a4e8da4b0386e26dfa7e4b95a4f3026b,850
0x0a70f98b11ca31ee7d4f7899a7e09b28c9d7fca5,1785
0x2d79b193877391ef4856c0c7cecc7dd54435c44e,1700
0x6bae45e600572c29751becc6c56bd315de2f5b78,255
0x34045c937742c8ad6222a10eb21c7cfff8bf870e,42.5
0xf1381b37bc28e0ef57ba0a262b753293dfc51ff9,5462.5
0xea46a6beb7cda737dc49204424406ce6046297a6,102
0x51e4aae33514af854591bc68d0052b670ad54698,552.5
0x6ef552de4133726e9f2a5a346e0fd81869daabaf,2235.5
0xb68fe3449c9a53f88be07404e0070089f1233774,850
0x7b11897546936824ce912cc6002129c8137f1b43,1472.5
0x522161fc2070c425c4253a5cd1f4dcc5da57f0d9,1919
0xcd42d7d3e644b50c6cd4d2bf81661c3ba4115a89,3087.5
0xd11643b846b7167c98342104c1dd93d7da188cd8,850
0xfbedd70ade069f9fb5867467538194feadeea293,850
0x8baf23cb33b18eb0d5fed8f6ab97498aa7e763b3,1105
0xe2b368371012d069198c76727bbc877f80b3d363,114
0xc05ef673dfbb15b0e02f58971b2dd9088b43fe99,95
0xf393da239d8bcd9ee132e113ef4753cbfa411c11,7980
0x9b80f360ecd1f2871d792ad0dd0d8ca7a972b222,1581
0xc0b8cea5a31f73ad4bf5b4949d42c1a69353c99c,7695
0xdf65d5d0e5b91d1c56d3ee57c9d2d6de5601f4cf,952
0x9870ac8a7ddbab734fc36528506c4a943fad1579,950
0xb7c46d1fd1a0e06fd6d6b87d01f39701e778c3b8,1062.5
0x82894eee7964cbb7f7233180c668d9886d7252ab,170
0x6b44877699536f3df10a727d1791bfe0c487a655,1802
0xd07f900e995a01f519309f69aad87a4bac1a5117,935
0xbf747c64fbe3f23e66704a0a89300ff3220822ff,994.5
0x57b1f8bb6e2b5353cb42868436920c63094e6929,9095
0x2559bd9abf583fda8f205d947f1eb30e3b5a0de2,680
0x561bbbbfc0fb061ee03507334fc178ecdb478d31,1472.5
0xfc0fffdd6bcb0980e545c3969050ff0c294cca40,127.5
0x09c6fc4b85f15b885f8320306c2f77c56a356431,5083
0x99a48763b98f15ecfc38f4288431d9abf236df45,42.5
0x26c6ad0ffd2faf3e1fb8c130e090a9767845541f,42.5
0x900e1a1916eddc2a4985b5515518dfb797a6534a,136.5
0x6f54f652c650cc6a7bed4c355b8ce728c026c23e,7267.5
0x86ff20005772e40b43eb2ab83144cf9636bc8382,2167.5
0xd91a7784002752825d441c10a974347d5ca0d605,603.5
0x3805a8aacd25c3c1be3cbd7aa5a7e14933905404,977.5
0xed43f83901539747659dbdbc09f3b34547f405fb,42.5
0x3a550bfce7ec1c5e688f5255424da6f7407dedee,25.5
0x68e9496f98652a2fcfca5a81b44a03d177567844,3561.5
0x677029e369dfb8fc1474810f20fffc43c49fabf5,382.5
0x31e056d79185d7cca5f97634ae96347d0572c991,285
