address,address
0xad8eae37db38b716be099fd74556e9c61c9699c9,879.75
0x1a5d8eaaef4515c50e9c98243f9578086b2fd8cd,127.5
0xc42ecf17e3041fb4f6869ece6f3cbb2f4fdf1dfa,29.75
0x8b5cd2232ce2324ca6e729fe4d2f63446a6e9951,29.75
0x793f2c7fdee7cc001ea72661f81da6fd3cd1ebe1,29.75
0x077f1b3c675529aeaf7b8d8354eaa69ff7103f6c,29.75
0x8e7582c347f72330ecb95a5801777a5b9de01c38,467.5
0xc61a5372666267eef5a2d59789c9b1eb1a0565a6,29.75
0x09c2daf764d124e4154c61d350cc9a5e841584db,850
0xf801fb29be747b45b04a19ece9c6b74019d7159e,433.5
0xade1683f0466c4d748a22cbcd4b5443a504400cf,765
0x33977ba58f5913412d38695baf65b14557f9519c,102
0xc7238807f9d1d99aa23540af6935baf6bd95d0bb,29.75
0x4fda2569ea0ef094b3a43ef553a8e1c3c1a15252,29.75
0x9a7032e4518d12b296d8ab1efb6b44098de890f6,110.5
0x15cdf4e02055c44231fd6d8dafd487b192697421,242.25
0xbb0868dd2909b450612cc2b64986bd868d018749,378.25
0x53651887259a01dd92381c9a2963696392ba0ddf,29.75
0xeafef9989f34160276372b83ba1b0aade4d040bf,1020
0xed72da821bdc235169587ebff8374bfffd601214,29.75
0xe9a6b65962eb32e021ce63212f174bff1c925a1e,29.75
0x113d4e608475b910b4e87feef51741fbd75176b0,25.5
0xd3e4d8afe7b910fd51c7ae85e92ca75fa59be605,850
0x37ef79efaeb515efc1fecca00d998ded73092141,879.75
0xc5b36dc74d052736ca162e9a7130b788f6a7ca67,29.75
0x242ab98f4da34888545c98809bade966a0a3a419,29.75
0xa5e77f0f89d6f5b3b8d6b65f5b0e9401c6bace21,29.75
0x9401b701541aefb1da78fc158f9c39613b24a815,131.75
0xa7f76a3d5b0a4fe0f0ce02a161bd6a0276f7dc65,382.5
0x12c69dceb02571953c92dfa7bbee659c47c0c229,29.75
0xd520d01a6d2820464d8b2a19f54011b05237d44a,1317.5
0x6222f97aca47d12a5a3b3117d556c98a75c1ef25,102
0x6c9b488adb261f16cf8ef5b445b7ff3fa31668da,29.75
0x278dbcd0413bf760c7d6d47b1141c4d66b9ffab5,29.75
0xb28ba53eee5cc4516acd9b2e20c33005755f3846,29.75
0x7c5f43a67710e13b02ebaa91e4e28d998b2110cb,29.75
0xef4491e9047c039eba2c82d1389e14a184352b78,879.75
0x2a8600bbdaab254a2f8a8e00912799295c3dd601,157.25
0x2c04f73f444b95b50431145fe6c31b07a4039abd,29.75
0xa1d10dac39f3d3e349b171e284e887ee145f2afa,539.75
0x536debdd68283d7d911f71e1f79c44408854c146,850
0x461337d4f089adf16455acb785415f6437da0c24,484.5
0xb77429f98c4d7fe42e045ae029120602526d5151,879.75
0xb3397a6feedff2b9fce9ca1086cb1bdd617c16bf,51
0xf2634ce0dea17c428aa8e5a26a857e554e762368,29.75
0xb1480135f6b4eacff8286da31d6d377626fc52ac,850
0x821d719bbea2d08fccaae21ba2c06a3c65ba0496,2125
0x2e79346b4d5c33ee1f915c2a57369b7120d25677,1360
0x76dd2f01e1629fb3624f1c32954daae0fcdd46a1,29.75
0x93ac863d2b4d938878eebef52467b79af8e69cdc,850
0x9d458c287dfe24c86ba9e0f756f60e0f186780c6,879.75
0xd818447c9ec0b5b0cc7cea7598a79115796776bd,25.5
0x06a44e7d346c72d7f7349b75cbfde2ca13a2fb0e,72.25
0xdf4703369ece603a01e049e34e438ff74cd96d66,29.75
0x6194642b77ff3723fa914c3351bb9e802c115f99,225.25
0xffb07a20e5e38bf1492651780484620aa868e895,59.5
0x32ae4fa76d9dd9877d9137122a4427b7b1af856e,21.25
0xe35bcdd3984d62520f30141bd5f436a0e8b26c4d,29.75
0x06b6b7f0b322e2894cfb4dc62d869a76c8a09015,29.75
0xc89f9143f6af09f93060160df81ca247aed34cc2,80.75
0xa0cc6ed35f320bfa80b632aec5c71122070003e2,29.75
0x76e059c6ff6bf9fffd5f33afdf4ab2fd511c9df4,29.75
0xd1ce13c505485485efd7b1e74bf58ab40d7e7789,29.75
0x2d22e095b05c5c87947f1d8fe258238fc43bc14c,688.5
0x4986fa484819d64b382acc03497be0a0766b4098,29.75
0xb4b8444f616f4e7ec1b5faaf30e9b628cdaf4e4c,29.75
0x45a78d30543949366d6f2db1b200bb2765958dd1,29.75
0x7e97ace79bfc3ea5ade4a3b0e18206635ec2e187,29.75
0xbfae365f6d420ea1c86f84489a7dd58402edc8ad,42.5
0x363a5b7e2bb28806222e6fa27a2ba1fd1c192d6a,29.75
0x4b531bb5f49b63b010fb214e72e36d9e6aef9b34,29.75
0x5d21ebed3ff44d91bdc74b750a2471eb2394a652,29.75
0x811dfd37b2cc21fc404e0a9876544fd0b94d0970,29.75
0x0a5be00c490202f6a383d5e5c16d128f4e620198,29.75
0x7e0f1607c34c24eeccb823aacfa7c59e74b5fd24,29.75
0x3aaeaf3a8537122f5a2afbf8c5b5372a11635845,29.75
0xb7947667c77f17b732c4cf681d586d40a9d8def1,29.75
0x72d1aaa5a74b9a669040b7ed4ec65d6b5ddfd3f1,29.75
0xfc8855f42135514b2e1b52bb602e6682f15429b2,29.75
0xa158065dc2be35559e592bb7c5cfdd82e7889605,29.75
0x7acd428a6e47b594a802906d4ecaffbd1d8316c7,29.75
0xf544cc90cfedc8bc13cf3564715aea5eec9d866f,909.5
0xb2e5a28ba54d13322fbfbdd82db0bfa1766e856d,29.75
0x7886dbcc7df67665c4a89807d8794d91dc5d59aa,871.25
0x79cb9e73c30728b56bfc3d5421aebacb7a1b8fd6,51
0xb6c9c406112c1bb7977193dac83d5b6fd9d0ca60,425
0x7fe7fe8663794ca6cc3b6bb4680bce03c026aa3a,2452.25
0xea937ae28bef0ceebbeed5ab37ab8aecb6de5309,102
0x08f6bd7d188c2fe35d90319187407eea0568d334,204
0x247366d165cfc042358657290b20585934009b60,1181.5
0x5890683821707a30391f701dd002619e0b565b21,51
0x5d365cf8ec53212a5fd1aac84373a3ca1944b885,29.75
0x94d6ce6a4d5c44f48b908b7458a9b52d6d9969c8,29.75
0x60e0f3a778b47419e0282ae8e3ad233207825b29,1062.5
0xbd8b29c6de99962c122181961ad64ef929eedaaa,29.75
0x358ed8dbeac0f5f1f2a028b5e75c0571ca378d5d,382.5
0x050b0012f55797cbb4df2867daf82562eee2d94f,29.75
0x4ec77a0cb90072e886fb76f176df922cb65be32c,29.75
0xe9bc4340a7eb8bc39eba3b4454fa894085aea948,29.75
0x2fba30393d3ce59a499ad9cb07e467541df5b0bd,153
0x8e4be781da50b8586bbd5e2097347028df83c0eb,29.75
0xe220d63df8d5eaafae80743caa7febf16325379d,29.75
0x1539483142c4e960263d1c1db9791bf17ed67a34,284.75
0xd84cd30cceea61e6d14d97bdaf22e0a8c55fcf1a,1117.75
0xb645a68dac50686ab01f0bf9bccf579195a1c22a,29.75
0x2d923a09bf3110b21381a528552700531de83f63,29.75
0xdd86cb6dcdc798c649b59db0fe0aa64c8c7e84e4,51
0x9002466da0a690ac4118262fd9f7bf096177c03c,29.75
0xe1c6b8e343895916b072d9fcf6e5116fc137fead,850
0x4938f82bd7db46b95102435c82ae916d194bca25,21.25
0x9ff6994484e310f5aa689f0e713105505808eaf9,909.5
0x33b50734113b517c2c74b301e1ad4ed877b521c9,29.75
0x1606d831ed86a6b4c5959fb4202f3d53568fff51,29.75
0x10e64b34e22b779f212c1867e5847f9b6e553664,29.75
0x8a9e96636594e20f17362d1a5897e644df99fe84,29.75
0x23be0f1de9749c9c5607d0a35418e6f4a8b3ee74,29.75
0xbf17d944d8b39678b4418c734e698da5afbed264,29.75
0x8f4dbb015eafcfe8ca588104ac73b89db477311c,76.5
0xe7b7f5622c00fe6856b618f693c8eee261e7fa9f,29.75
0x9cf659b042913c90a3eee1374c9b6ca2cf7c99fa,289
0x0089646d7e2e8dfe08568cebda5f7aad506ee211,80.75
0x1beb408e4ff4bc7ac3de2cc19127b55f8a3896e7,21.25
0x04dd71e472df1ef1df41d136109aa466f0614d29,21.25
0x3876567d57fd4c2168a2c6d37eb7a1f600f56df1,89.25
0x3c7c6e80cd329eef2ee96fc629094636c22f0d45,29.75
0x022f4666eb4ee6b3b557735b84befe258827729a,29.75
0x883bc0075f7b0700b81991b72c52f5422b0b0da7,29.75
0x8d5960dbdf2e462d70c3611873df893fd4ffcf46,29.75
0x3efe9c783f618d3eb4e3a7e5cb0128cbec529f17,29.75
0xe5aa533283943f432d8c8828a34a7ef3baec2cc6,29.75
0x2b2d886e350c071db432e7729734168739dfe8b8,29.75
0xe4aea151a40cc8251118e74e1efdcb474ec4bada,29.75
0x595a46cb8652bd79b01d2ee4d023619d9e05701b,29.75
0xcb8c97649640d7a45ae45767a64d1dcca6dc0948,29.75
0x59d24be241ab2a98516f5d13c3f4cc1b6c29c2c9,1789.25
0xc72a745baf55e559f18c5edd8c8eb6a9a7b19080,29.75
0x0b2dd6693182d0d66d91b3525f20551e7c79bc1f,29.75
0x5beb09dd42e456d30cfce3df8b05b73b8710e1ab,29.75
0x41fb0824ee90aef647bb0b8f704ed3f671224c90,29.75
0x1ef08784db3354ea9692a1f18572c48c8addbc84,55.25
0x6f4170fb2db68b8f9c46173c97854c629022fd0b,29.75
0xa359750fc1594773b84dc1d8e116c6faa1d39713,29.75
0x06dc0cbf44eed256c5975210095be703504a4541,850
0x729f6405527fbaa18d73c8c163a20defb2668d9e,25.5
0x34e7d36e683583143d9ce4c1a4afcfb8d21d518b,12.75
0x01e32c8307a51a2a1ef44b2b87fa11e9ad1ecfc9,29.75
0x865de3fc8d3d4d4e1177b8d88ac08771eab90c99,29.75
0x244496a62522481c0c54738bdf977891aa153c43,89.25
0x6edd48a255aeec62fa83c3d0922cc90ab9c46d7d,59.5
0x261ba726668e15b002271ed672548ef1b9dd96ee,267.75
0x37dbeaf8a6732af9a690bad1984113b0d5e08a92,29.75
0x9683b4b6edadbf8027bd72cb3489e397b58cb2a2,80.75
0x91bc3558b36f07804796b98f072cb7d41fc7124c,29.75
0x25430dc42e8676488a1a263ac8e7a5eb25474ea1,29.75
0x80d2b2365205fa6badad9de7f6ae04ecaeaedab3,29.75
0x2e98e9418f72871c44d6a82cc67d62a2ea59b9d6,29.75
0x3bf20962293af3f1e4df73d271b37b1498558504,29.75
0xcb877c3739f49445ce0afd2c2288007f09ec7e57,29.75
0xb2c1ff61e775a048774a365cb6a43a514bc3ccb1,199.75
0xcc204d93ac315ac33c2de4c864ff544ec627e859,29.75
0xf1ed3cb389cae5fb36bf0bbdc2a86cb7db403c5a,29.75
0xde0d1f9b6c661c016c44c5c98b6914de1adc688d,29.75
0xf425be7f4d9c889d2517228606cd74906448ca53,29.75
0xa75f5e88cbf0352af15d939e68a3b7e82a62cde7,29.75
0x7049d10d42847397b0e52408f8f8c6c23f619b47,896.75
0x972978353e8054e4cff24dd7348ea2b2ec768d55,433.5
0x645dd66f30a54875c2fb5fa0b71e9455198d75d8,21.25
0xc3fabb27ed94c72a69bd5c6cd0b21e315d1b9309,29.75
0x16863767fce775538ab671501d88040cdf028781,663
0xa8360a8db54730e0349d4a71ee12cf3730a8c28c,51
0x44c3422edbf0d4b2b6a3d690b0427f6f9c271501,29.75
0x562b29a342b7bc75887f7fdfecef0ee528dc4111,2210
0x3d1bd90c96529d7198fb44dcb6772892d12f7f63,29.75
0xca1171b026b91b3113ae25b09fdd9b9abb45854c,714
0x9cc826774ca41a933573ef65bd7123a3fcf92ae1,8.5
0xce5ca07602c0f266e282b9bff85cd6a629cf7b9e,25.5
0x837b7ad4476eec0ab4caca1d1f66566148c30a49,21.25
0x26a74e056eb4e3607792dcd87070e468878d14e9,29.75
0x0e37ca68f849818df0ab00d3eb73d72e72fa7ed4,89.25
0xfaab9425366cf3137c19967a7446860d2b5034b4,51
0x969182504dd6506ef431983a19b34897cd5f136b,850
0xab8f6954e7f02a2615b5b1ec7b3e580c81b7d2c3,46.75
0xecf9d05a427b0f0e14e79001268afe00821bbe99,208.25
0x89907544fa703dee3324593d52a7aec7c67fb6c4,89.25
0xfa77de90899e4a939ac1057910b1f8e8185da796,29.75
0xba11d713bf99be96bfb95c07514d6a567e9bd842,29.75
0x772d064fa2108a6559607b105af57c2372953a9e,25.5
0x58090e5ccfee5cd7840dee892e40920e38abf77b,29.75
0x330ed21b00b48bf5dda6c6a35f6c60e6a7e08fe1,29.75
0x99b221efb68ee3351a546870997f0e0178e43bc3,335.75
0xa9b7f513deca109d2271dff29aedd08934d5a84f,208.25
0xb3cef382be71d8937b78cae68e09cb51c4dc2402,29.75
