address,amount
0x66fc17b2a83108e920bed6aa91459f5ca9222a1c,0.020655
0x50a21e50834a4a2830ba6d7cb6c80f272d4c5965,0.154785
0xacfe7a0cacc6a9e9e6b68318f9fe809d3316359a,0.051595
0xd3e14c4a7f47472271251542bd4a42e62fe2cc19,0.051595
0x40c287a2fc3668ce77b7982d13b3611e844b66b5,0.051595
0x82a3529f832acb41e51f27a0e9e109e42e243aa4,0.020655
0xd6b7031aeb8d0b0e75ef542871a27f49d4471cc0,0.154785
0x970f6dabee0347a48cb6d3f4ef79d0a75cc5c196,0.051595
0xd1c62c22c078a0c6b1e42f7200f0b082ee81a64a,0.020655
0x3e6ce7a597a53bb9a15940d93c67f7405f49ae98,0.020655
0xe29f21f462576bb4566f1920eada02a45693c7ea,0.154785
0xc0e31e9712024fa2205e414b94d2846a27116f40,0.051595
0xcc858d2a4c300aafeeca15308f3a1b066b68e2cb,0.020655
0xc94ce906b103ba7f7127cb5edf59a8233a9087eb,0.154785
0x96e3c6649a670c30c0c8c93cb0a404ab347dab50,0.154785
0xf39e4b7705129a8cc3e889040b1867c71ce22fa7,0.051595
0x8417ba4ae10899c74000dd0de87ba83b52d929ab,0.051595
0x33d55e44c0ea0e87c45c89819992bfe2af6ac950,0.154785
0xc6888cdbfbfa620b4e078933415bdc5d59d2c9cf,0.154785
0xdedb6039f564d50f107d6c27794cd2c283e878d0,0.051595
0xbb0868dd2909b450612cc2b64986bd868d018749,0.051595
0xd520d01a6d2820464d8b2a19f54011b05237d44a,0.051595
0x59d24be241ab2a98516f5d13c3f4cc1b6c29c2c9,0.154785
0x216cb84fea07eb219c27ae40d7049fd627344abc,0.020655
0x25a512848dc027d8eacfabf334876c67d547b6e6,0.051595
0x9efa3ed06522da7329fec9ae8978264182d3b9ba,0.154785
0xb18d3b20b96d946dfe2879ebc263e4c57b77dce0,0.154785
0x18d60a81a01fb694d943640ab41be40177c71158,0.051595
0xeab28d08bcdd3554bd9dd2c12cac2eee77e6103d,0.154785
0xa1d085ec8e4eea7615644a4e46cfe1095c2bf5c8,0.051595
